id,region,time,soil,vs
17,NORTH CENTRAL,1514764800000,821.9350400941661,312.97653203854924
2,E OLYMPIC CASCADE FOOTHLS,1514764800000,2048.134063075756,319.46569849355154
20,NORTH CENTRAL,1514764800000,109.74947749756166,500.84715062003625
18,NORTHWEST,1514764800000,93.95799115603285,435.783322804801
3,CASCADE MOUNTAINS WEST,1514764800000,1843.930046948357,274.28325508607196
12,NORTH CENTRAL,1514764800000,56.93558594191434,451.8472897125852
16,NORTHEASTERN,1514764800000,25.773466890268775,346.678602184653
1,PUGET SOUND LOWLANDS,1514764800000,1863.3269924565432,344.77861593965235
21,NORTHEAST,1514764800000,112.5922195206669,471.59777700590485
5,EAST SLOPE CASCADES,1514764800000,1154.410050582802,257.29601935341987
6,OKANOGAN BIG BEND,1514764800000,590.6582221555989,235.20761505021736
7,NORTHEASTERN,1514764800000,1105.534838787586,247.71887453206134
11,WESTERN,1514764800000,417.4263637508924,297.3514466887834
23,NORTHWEST,1514764800000,307.26824891933774,415.3070712013702
10,PANHANDLE,1514764800000,1868.6565304087737,255.85992023928216
26,NORTHEAST,1514764800000,881.31635168447,292.99609695973703
4,WEST OLYMPIC COASTAL,1514764800000,1793.850070721358,465.7991513437058
400,UNKNOWN1,1514764800000,882.5965909090909,534.5454545454545
9,NE OLYMPIC SAN JUAN,1514764800000,1946.5192307692307,392.25961538461536
8,PUGET SOUND LOWLANDS,1514764800000,2034.9671232876713,381.64383561643837
30,WEST CENTRAL,1514764800000,69.23039215686275,486.9573643410853
15,CENTRAL MOUNTAINS,1514764800000,815.7597488060768,228.2299853344865
24,CENTRAL,1514764800000,68.11773063080129,426.20240575866643
35,CENTRAL,1514764800000,105.95340761105484,548.3316452032991
37,EAST CENTRAL,1514764800000,134.08448242377162,510.70499126043893
19,PALOUSE BLUE MOUNTAINS,1514764800000,1373.3398186626368,272.21949376652816
14,CENTRAL BASIN,1514764800000,473.39915966386553,253.63400679420704
38,WEST UPPER,1514764800000,1233.7688663655392,454.0960669824832
13,NORTHERN,1514764800000,505.917538614848,364.08383158943695
39,SOUTHEASTERN,1514764800000,28.06541336851363,371.3808267370273
43,SOUTH CENTRAL,1514764800000,51.40918271172748,495.7196714689646
41,SOUTHWEST,1514764800000,41.836344172353805,470.9233239662786
48,EAST CENTRAL,1514764800000,1274.9905159760642,297.0610816303489
28,NORTH CENTRAL CANYONS,1514764800000,2135.8962834917893,224.86603284356093
47,NORTHWEST,1514764800000,1348.173708429199,303.85588788956284
53,CENTRAL,1514764800000,767.8304285870876,365.3173298257152
46,EAST UPPER,1514764800000,1128.0040281973816,471.3712655253441
57,WEST CENTRAL,1514764800000,307.34035944086975,432.63146216995784
55,NORTH CENTRAL,1514764800000,1113.3685132472083,310.94153711407927
59,SOUTHEAST,1514764800000,126.18631288966218,512.3778454400464
42,SOUTHWESTERN,1514764800000,109.81367906801954,322.9297256670425
34,NORTH CENTRAL PRAIRIES,1514764800000,1992.800588235294,217.89411764705883
50,SOUTH CENTRAL,1514764800000,86.5852384062704,369.92945787067276
22,COASTAL AREA,1514764800000,2521.834516353514,456.2018093249826
25,WILLAMETTE VALLEY,1514764800000,2296.7314675610037,376.3490227824679
64,NORTHEAST,1514764800000,1110.5958176208433,339.6554679465204
371,EAST UPPER,1514764800000,1264.093220338983,367.54237288135596
32,NORTH CENTRAL,1514764800000,694.1214866434378,284.14053426248546
36,NORTHEAST,1514764800000,763.6987920621225,274.20966350301984
68,NORTHWEST,1514764800000,38.013600757510545,421.20513041232675
70,NORTH CENTRAL,1514764800000,62.62748049815246,459.7084986998768
71,NORTHEAST,1514764800000,131.96237091526382,495.48592445890506
65,NORTHWEST LOWER,1514764800000,1165.816170388751,407.9363110008271
66,NORTHEAST LOWER,1514764800000,1271.0386774797255,348.9036182158453
27,SOUTHERN INTERIOR,1514764800000,657.3409194876486,377.9586001829826
33,NORTHERN CASCADES,1514764800000,2290.4836209933073,378.95033462486793
56,NORTHEASTERN VALLEYS,1514764800000,84.69925512104282,262.73277467411543
40,NORTHERN,1514764800000,451.19673295454544,380.078125
373,EAST CENTRAL,1514764800000,1138.572327044025,455.8490566037736
81,WEST CENTRAL,1514764800000,986.1450463292944,342.6888809693514
31,COASTAL,1514764800000,761.6969142857143,511.43314285714285
44,SOUTH CENTRAL,1514764800000,377.430320898061,302.74558717919643
75,BIG HORN,1514764800000,42.68951459992416,324.4577171027683
77,POWDR,1514764800000,41.099471915506484,406.41286605856936
73,YELLOWSTONE DRAINAGE,1514764800000,173.84096728307256,372.7823613086771
54,ST. LAWRENCE VALLEY,1514764800000,769.7490799598528,383.1582469053195
51,CHAMPLAIN VALLEY,1514764800000,654.1491949910554,329.67799642218245
45,NORTHEASTERN,1514764800000,483.77734183423246,336.8563021088769
49,WESTERN,1514764800000,610.0161001788908,317.04114490161004
82,BELLE FOURCHE DRAINAGE,1514764800000,38.7728362183755,421.7576564580559
87,CENTRAL,1514764800000,62.60073624514973,407.7962391801811
90,EAST CENTRAL,1514764800000,150.33244512117753,485.65918030706763
91,SOUTHEAST,1514764800000,913.0102759276879,390.232159847764
84,EAST CENTRAL,1514764800000,705.2232142857143,450.46757518796994
63,SOUTHWESTERN VALLEYS,1514764800000,681.7340837143862,224.22616953921914
74,EASTERN HIGHLANDS,1514764800000,190.51337241252978,331.0175856383953
99,SOUTHWEST,1514764800000,574.3303159061519,469.7542952152226
92,CENTRAL,1514764800000,755.7914250207125,343.9664457332229
93,BLACK HILLS,1514764800000,60.88446215139442,443.2138114209827
62,NORTHERN PLATEAU,1514764800000,738.6190720766992,399.9452148604691
80,SNAKE DRAINAGE,1514764800000,247.8684880759435,335.39939800879836
105,SOUTH CENTRAL,1514764800000,774.0012524601897,425.07246376811594
100,SOUTHWEST,1514764800000,35.457932559425096,379.4228855721393
67,SOUTHEAST,1514764800000,201.83533959138597,246.13031474323577
79,UPPER SNAKE RIVER PLAINS,1514764800000,95.76910383346026,307.10459507489213
58,SOUTHERN,1514764800000,835.015196564255,359.15262636273536
72,GREAT LAKES,1514764800000,1079.1158337225595,472.52529970418806
106,CHEYENNE & NIOBRARA DRNG.,1514764800000,22.292919495635307,429.9612027158099
104,WEST CENTRAL LOWER,1514764800000,1194.4655047204067,512.8358750907771
101,CENTRAL LOWER,1514764800000,1191.0215105162524,395.5760038240918
98,EAST CENTRAL LOWER,1514764800000,1049.5478947368422,422.42105263157896
115,SOUTHEAST,1514764800000,206.2384409202591,452.2526245253518
61,HIGH PLATEAU,1514764800000,854.8102632077258,348.7028971785647
69,SOUTHEASTERN,1514764800000,801.3996294008647,336.87461395923407
102,WIND RIVER,1514764800000,35.90411931818182,323.109375
52,SOUTHWESTERN VALLEYS,1514764800000,2909.485870672098,351.3581975560081
118,SOUTH CENTRAL,1514764800000,62.29836594714545,392.94331248739155
120,SOUTHWEST,1514764800000,688.4764017749093,376.7991125453812
119,SOUTH CENTRAL,1514764800000,571.875,409.8572097378277
78,HUDSON VALLEY,1514764800000,889.487972508591,340.5927835051546
121,SOUTHEAST,1514764800000,555.3072340425532,437.7744680851064
97,CENTRAL PLAINS,1514764800000,171.33044365119838,286.3131055583886
130,NORTH CENTRAL,1514764800000,655.9657348963029,442.7736699729486
131,NORTHWEST,1514764800000,681.2657780632728,472.31893367592744
129,NORTHEAST,1514764800000,684.7248356969907,405.88204773434796
86,SOUTHWESTERN HIGHLANDS,1514764800000,155.598081468094,275.3565966912276
88,MOHAWK VALLEY,1514764800000,765.749162479062,398.06532663316585
112,GREEN AND BEAR DRAINAGE,1514764800000,63.71237612353077,283.28013367135287
116,SOUTHEAST LOWER,1514764800000,838.1215584415585,453.6294372294372
122,SOUTHWEST LOWER,1514764800000,1023.9234585400425,510.8693597921096
96,CENTRAL LAKES,1514764800000,981.4744850187266,448.23501872659176
126,LOWER PLATTE,1514764800000,20.653928207030887,464.3521009182822
95,EASTERN PLATEAU,1514764800000,830.3657216494845,408.99613402061857
124,SOUTH CENTRAL LOWER,1514764800000,889.0594770124765,442.60639206973167
138,NORTH CENTRAL,1514764800000,57.578226818915525,421.13768159263464
136,PANHANDLE,1514764800000,26.820680837462042,413.7214319961643
143,NORTHEAST,1514764800000,221.15806838632273,446.7831433713257
83,COASTAL,1514764800000,1024.5577032404776,520.4889141557703
133,UPPER PLATTE,1514764800000,32.744352786986354,433.8578367126667
85,CENTRAL,1514764800000,951.2937005726752,368.7046632124352
94,WESTERN,1514764800000,891.8151260504202,354.88158899923604
149,CENTRAL,1514764800000,663.7856808610201,448.0876618312276
117,WESTERN PLATEAU,1514764800000,889.0270886797833,455.87396635300826
150,WEST CENTRAL,1514764800000,725.5315272496831,453.0608365019011
148,NORTHWEST,1514764800000,588.3523086654017,460.82858950031624
146,NORTHEAST,1514764800000,461.4086150677879,506.3806418397117
151,EAST CENTRAL,1514764800000,548.9567557178551,442.97520661157023
134,NORTHWEST PLATEAU,1514764800000,937.1866014951121,473.38269120184015
377,COASTAL,1514764800000,1001.829268292683,652.9268292682926
114,NORTHWEST,1514764800000,923.6971649484536,350.83762886597935
110,CENTRAL,1514764800000,1031.9408284023668,389.1045364891519
108,ALL,1514764800000,1030.9987775061124,477.87286063569684
128,UPPER SUSQUEHANNA,1514764800000,915.2928571428571,404.2197802197802
89,NORTH COAST DRNG.,1514764800000,2698.8212855999086,246.73395859544777
135,WESTERN,1514764800000,38.00698671465622,232.29926427777482
140,NORTH CENTRAL,1514764800000,239.56769118185144,220.16282473472376
142,NORTHERN MOUNTAINS,1514764800000,135.88982871643054,284.64897441319516
107,SACRAMENTO DRNG.,1514764800000,1736.1746937700311,205.06300215129298
113,NORTHWESTERN,1514764800000,49.49354576113502,263.7182618133892
127,POCONO MOUNTAINS,1514764800000,903.0034770514603,384.93045897079276
125,NORTHEASTERN,1514764800000,62.68158049545722,301.2618471795542
109,NORTHEAST INTER. BASINS,1514764800000,401.53966981888124,264.4173745792595
144,NORTHEAST,1514764800000,1173.3423336547735,490.0257152041144
376,ALL,1514764800000,1096.3223684210527,561.3815789473684
160,NORTHWEST,1514764800000,780.311276537083,523.1541218637993
159,NORTH CENTRAL,1514764800000,748.9721886336155,520.2116082224909
164,CENTRAL,1514764800000,73.33521214967904,422.03381869422265
166,EAST CENTRAL,1514764800000,387.12194452073606,433.9494644328481
158,NORTHEAST,1514764800000,651.8354388297872,486.52593085106383
153,NORTHWEST,1514764800000,712.0417276720351,479.36066373840896
154,NORTH CENTRAL,1514764800000,808.7939436129482,585.0539505743126
145,CENTRAL MOUNTAINS,1514764800000,986.9591127739177,430.05879208979155
141,MIDDLE SUSQUEHANNA,1514764800000,909.466975070676,377.06759187869443
168,SOUTHEAST,1514764800000,454.3255166008823,464.21871372184813
171,SOUTH CENTRAL,1514764800000,614.101593625498,439.99203187251
173,SOUTHWEST,1514764800000,789.5579326923076,424.0144230769231
123,COASTAL,1514764800000,1091.38018018018,464.97297297297297
172,SOUTHWEST,1514764800000,35.32877563704164,426.88129272840274
139,NORTHERN,1514764800000,926.2139805825243,362.81165048543687
170,EAST,1514764800000,549.1397073974861,509.81866886461984
178,CENTRAL,1514764800000,520.7577309808386,497.29083665338646
157,SOUTHWEST PLATEAU,1514764800000,849.444949077897,417.7621800165153
132,COASTAL,1514764800000,928.4257854821235,498.5590465872156
181,WEST,1514764800000,616.4525610546791,465.36416684676897
161,NORTHEAST HILLS,1514764800000,1010.1791519434629,418.1519434628975
147,EAST CENTRAL MOUNTAINS,1514764800000,791.7814313346229,385.74468085106383
163,CENTRAL HILLS,1514764800000,818.7923046721634,489.4660384766392
375,COASTAL,1514764800000,1105.485294117647,543.3823529411765
174,PLATTE DRAINAGE BASIN,1514764800000,33.275457875457874,414.9653423499577
167,CO DRAINAGE BASIN,1514764800000,103.00835189309576,263.06297946052956
184,KS DRAINAGE BASIN,1514764800000,18.029601518026567,421.9746995572423
176,WEST CENTRAL,1514764800000,791.7903879559931,495.8830341632889
202,SOUTHEAST,1514764800000,329.7709812488622,423.3661023120335
162,SOUTH CENTRAL MOUNTAINS,1514764800000,1034.1638641608968,429.3669634025717
177,CENTRAL,1514764800000,821.6655364495035,446.543957374667
205,SOUTH CENTRAL,1514764800000,77.02878916172735,401.74428450465706
155,SOUTHEASTERN PIEDMONT,1514764800000,751.6986666666667,378.8363636363636
186,CENTRAL,1514764800000,926.1625723986419,497.84102256840424
180,UINTA BASIN,1514764800000,37.14389384200705,147.277628032345
169,NORTHWESTERN,1514764800000,1117.9781461944235,325.1092690278824
209,NORTHEAST PRAIRIE,1514764800000,444.27652705802393,457.46410670291397
211,NORTHWEST PRAIRIE,1514764800000,504.586811809852,432.1270263920432
152,SOUTHERN,1514764800000,963.5854556612458,457.55446455968087
188,EAST CENTRAL,1514764800000,836.7537710736468,506.9698314108252
195,WEST CENTRAL,1514764800000,982.1757877280265,485.16307352128246
156,COASTAL,1514764800000,1185.919191919192,575.7979797979798
165,LOWER SUSQUEHANNA,1514764800000,942.6711529834006,380.5877074921489
187,SOUTHEAST,1514764800000,1191.1482439129497,358.515406162465
216,WEST SOUTHWEST,1514764800000,510.1903108726527,457.81126716111726
223,NORTH CENTRAL,1514764800000,69.56841972505991,410.4805145667802
220,NORTHWEST,1514764800000,26.40616581861718,413.04998503442084
225,NORTHEAST,1514764800000,399.6672787366875,423.66507528461256
214,SOUTHWEST,1514764800000,1005.9899421674629,429.9748554186573
219,EAST SOUTHEAST,1514764800000,710.7823328452904,458.5879290710916
175,NORTHERN,1514764800000,800.7638190954774,411.75879396984925
201,SOUTH CENTRAL,1514764800000,75.3739837398374,253.92546226347218
213,SOUTHEAST,1514764800000,34.86004371836171,152.02254947077773
374,APPALACHIAN MOUNTAIN,1514764800000,1014.8092307692308,375.3538461538462
179,NORTHERN CENTRAL,1514764800000,906.8713624338625,388.1316137566138
191,APPALACHIAN MOUNTAIN,1514764800000,831.5351681957187,393.4250764525994
192,NORTHEASTERN,1514764800000,918.2458333333333,373.77272727272725
196,ALLEGHENY PLATEAU,1514764800000,881.0726978998384,444.8626817447496
200,CENTRAL,1514764800000,864.4160220994476,390.1252302025783
207,NORTH CENTRAL,1514764800000,975.3682878830475,316.5673320213663
