id,region,time,soil,vs
17,NORTH CENTRAL,1640995200000,502.91753108217466,347.3368645626425
2,E OLYMPIC CASCADE FOOTHLS,1640995200000,2048.134063075756,268.3049745312669
20,NORTH CENTRAL,1640995200000,70.9327016859412,514.3987738609446
18,NORTHWEST,1640995200000,69.92987997473152,465.921246578227
3,CASCADE MOUNTAINS WEST,1640995200000,1854.3987480438184,258.22378716744913
12,NORTH CENTRAL,1640995200000,42.74799412362979,540.0011300711944
16,NORTHEASTERN,1640995200000,32.99605674658931,447.6993155962471
1,PUGET SOUND LOWLANDS,1640995200000,1863.3269924565432,282.3581502131847
21,NORTHEAST,1640995200000,125.91513256917911,517.5998610628691
5,EAST SLOPE CASCADES,1640995200000,1252.9197272927204,263.1339344622828
6,OKANOGAN BIG BEND,1640995200000,403.1094288712337,192.3579673212412
7,NORTHEASTERN,1640995200000,878.8861248641468,213.28100470957614
11,WESTERN,1640995200000,484.8453785747281,324.14395498257255
23,NORTHWEST,1640995200000,282.9236603865916,456.03539678655903
10,PANHANDLE,1640995200000,1720.6777168494516,237.46759720837488
26,NORTHEAST,1640995200000,432.75544371405095,335.51253081347573
4,WEST OLYMPIC COASTAL,1640995200000,1793.850070721358,349.73327945039404
400,UNKNOWN1,1640995200000,604.125,773.4659090909091
9,NE OLYMPIC SAN JUAN,1640995200000,1946.5192307692307,336.2980769230769
8,PUGET SOUND LOWLANDS,1640995200000,2034.9671232876713,326.13698630136986
30,WEST CENTRAL,1640995200000,56.811217510259915,478.2478340173279
15,CENTRAL MOUNTAINS,1640995200000,613.3089910878803,241.85424735832737
24,CENTRAL,1640995200000,42.697385868535704,500.71935972722105
35,CENTRAL,1640995200000,65.37896107654464,591.3008247721025
37,EAST CENTRAL,1640995200000,242.3944455234026,579.18430763255
19,PALOUSE BLUE MOUNTAINS,1640995200000,858.5117113713638,245.36456365697015
14,CENTRAL BASIN,1640995200000,316.6736098694797,210.84659395673162
38,WEST UPPER,1640995200000,743.320921009144,463.24115897322906
13,NORTHERN,1640995200000,505.917538614848,317.9278774289985
39,SOUTHEASTERN,1640995200000,21.171119173262973,455.2698988566403
43,SOUTH CENTRAL,1640995200000,43.38050356806247,476.8008617207486
41,SOUTHWEST,1640995200000,38.6967750568714,513.9114144252643
48,EAST CENTRAL,1640995200000,902.1654058936434,317.6606074291521
28,NORTH CENTRAL CANYONS,1640995200000,1366.246326707001,234.79688850475367
47,NORTHWEST,1640995200000,873.314683120686,332.4147667851914
53,CENTRAL,1640995200000,874.1138879754467,393.52734845993643
46,EAST UPPER,1640995200000,788.6685129237999,486.78415575696545
57,WEST CENTRAL,1640995200000,379.9804748169514,470.2673618815176
55,NORTH CENTRAL,1640995200000,953.0087584847821,325.3032625355813
59,SOUTHEAST,1640995200000,159.65651732637377,527.384370015949
42,SOUTHWESTERN,1640995200000,84.59729425028185,347.9368658399098
34,NORTH CENTRAL PRAIRIES,1640995200000,1350.2970588235294,235.5235294117647
50,SOUTH CENTRAL,1640995200000,42.78406270411496,435.24232527759636
22,COASTAL AREA,1640995200000,2521.834516353514,377.5560194850383
25,WILLAMETTE VALLEY,1640995200000,2296.7314675610037,317.4048803053082
64,NORTHEAST,1640995200000,763.7056907781968,332.4700034281796
371,EAST UPPER,1640995200000,1112.2881355932204,432.1186440677966
32,NORTH CENTRAL,1640995200000,668.3170731707318,281.2450638792102
36,NORTHEAST,1640995200000,397.7817083692839,299.71009490940463
68,NORTHWEST,1640995200000,26.25419643625721,493.88654557975383
70,NORTH CENTRAL,1640995200000,59.57219104967839,483.57328589024223
71,NORTHEAST,1640995200000,245.0512095062951,485.58494836610555
65,NORTHWEST LOWER,1640995200000,836.3343672456575,386.16625310173697
66,NORTHEAST LOWER,1640995200000,761.0032751091703,346.10885839051775
27,SOUTHERN INTERIOR,1640995200000,657.3409194876486,342.1203110704483
33,NORTHERN CASCADES,1640995200000,2290.4836209933073,353.835857696372
56,NORTHEASTERN VALLEYS,1640995200000,72.0768156424581,283.6429236499069
40,NORTHERN,1640995200000,451.19673295454544,355.18821022727275
373,EAST CENTRAL,1640995200000,382.20754716981133,501.6352201257862
81,WEST CENTRAL,1640995200000,832.6170705630791,343.85958660014256
31,COASTAL,1640995200000,761.7344,498.5417142857143
44,SOUTH CENTRAL,1640995200000,269.92296934648675,296.40548815058395
75,BIG HORN,1640995200000,35.403394008342815,364.6482745544179
77,POWDR,1640995200000,31.548343734997598,456.114258281325
73,YELLOWSTONE DRAINAGE,1640995200000,152.1954480796586,388.44950213371266
54,ST. LAWRENCE VALLEY,1640995200000,769.7490799598528,317.53763800602206
51,CHAMPLAIN VALLEY,1640995200000,684.0908765652952,309.8282647584973
45,NORTHEASTERN,1640995200000,483.77734183423246,323.4453163315351
49,WESTERN,1640995200000,642.8021466905188,316.6118067978533
82,BELLE FOURCHE DRAINAGE,1640995200000,24.63994673768309,500.9427430093209
87,CENTRAL,1640995200000,59.77345537757437,473.43348920505423
90,EAST CENTRAL,1640995200000,246.16647633549042,475.0881867783276
91,SOUTHEAST,1640995200000,710.5653663177926,400.0761179828734
84,EAST CENTRAL,1640995200000,322.95441729323306,408.8674812030075
63,SOUTHWESTERN VALLEYS,1640995200000,333.39799507562435,224.99296517762926
74,EASTERN HIGHLANDS,1640995200000,189.08664590584357,322.6314343286316
99,SOUTHWEST,1640995200000,138.60133013116572,504.869757990024
92,CENTRAL,1640995200000,586.5977630488816,333.0219552609776
93,BLACK HILLS,1640995200000,44.11885790172643,512.9548472775565
62,NORTHERN PLATEAU,1640995200000,738.6190720766992,361.06659818524224
80,SNAKE DRAINAGE,1640995200000,279.7274832137069,337.5109979161843
105,SOUTH CENTRAL,1640995200000,329.6493111468957,470.3113258185722
100,SOUTHWEST,1640995200000,23.022996130458818,467.75566611387507
67,SOUTHEAST,1640995200000,148.81888459414688,247.22805080066263
79,UPPER SNAKE RIVER PLAINS,1640995200000,63.12300076161462,287.64280274181266
58,SOUTHERN,1640995200000,841.6864882722167,328.5612817971589
72,GREAT LAKES,1640995200000,1081.1737505838394,441.5070839171727
106,CHEYENNE & NIOBRARA DRNG.,1640995200000,19.201907533139348,524.6071774975752
104,WEST CENTRAL LOWER,1640995200000,970.2639796659405,407.9048656499637
101,CENTRAL LOWER,1640995200000,1213.1484225621416,335.80783938814534
98,EAST CENTRAL LOWER,1640995200000,1039.2313157894737,391.9421052631579
115,SOUTHEAST,1640995200000,139.99765467947287,468.0790708063435
61,HIGH PLATEAU,1640995200000,567.5894716909676,316.42681310357887
69,SOUTHEASTERN,1640995200000,801.3996294008647,321.9579987646695
102,WIND RIVER,1640995200000,37.09275568181818,351.40767045454544
52,SOUTHWESTERN VALLEYS,1640995200000,2972.651985743381,319.97072301425663
118,SOUTH CENTRAL,1640995200000,46.847488400242085,490.9078071414162
120,SOUTHWEST,1640995200000,392.47277127874145,371.183945139169
119,SOUTH CENTRAL,1640995200000,432.55454119850185,393.18586142322096
78,HUDSON VALLEY,1640995200000,951.7774914089347,341.07560137457045
121,SOUTHEAST,1640995200000,619.9536170212766,447.20851063829787
97,CENTRAL PLAINS,1640995200000,116.27231004589495,281.82559918408975
130,NORTH CENTRAL,1640995200000,320.40126239855726,498.3300270513977
131,NORTHWEST,1640995200000,170.10984422675446,514.3584390557251
129,NORTHEAST,1640995200000,523.4661016949152,417.47838118298165
86,SOUTHWESTERN HIGHLANDS,1640995200000,120.22341165021548,279.3521479215904
88,MOHAWK VALLEY,1640995200000,765.749162479062,369.54355108877724
112,GREEN AND BEAR DRAINAGE,1640995200000,51.9301682415303,293.29108089421527
116,SOUTHEAST LOWER,1640995200000,854.1028571428571,418.2181818181818
122,SOUTHWEST LOWER,1640995200000,1071.4188518781007,428.8495157098984
96,CENTRAL LAKES,1640995200000,981.7970505617977,418.57209737827714
126,LOWER PLATTE,1640995200000,25.859103979222706,499.68370281049994
95,EASTERN PLATEAU,1640995200000,833.2845360824742,395.35180412371136
124,SOUTH CENTRAL LOWER,1640995200000,890.4332592719194,389.38472056058794
138,NORTH CENTRAL,1640995200000,50.24104740838166,502.16954624260177
136,PANHANDLE,1640995200000,17.953332267859995,486.86031644558096
143,NORTHEAST,1640995200000,138.06328734253148,496.4502099580084
83,COASTAL,1640995200000,1044.5338260375213,522.103467879477
133,UPPER PLATTE,1640995200000,34.873487009482695,428.7872947344075
85,CENTRAL,1640995200000,959.6356694845923,336.9266430324516
94,WESTERN,1640995200000,898.4744079449962,341.25286478227656
149,CENTRAL,1640995200000,495.47948837934797,493.89018873810636
117,WESTERN PLATEAU,1640995200000,890.3487311092101,421.74222982606216
150,WEST CENTRAL,1640995200000,307.9407477820025,478.50602027883394
148,NORTHWEST,1640995200000,715.006008855155,438.31752055660974
146,NORTHEAST,1640995200000,751.203363651965,452.88656255362963
