id,region,time,soil,vs
17,NORTH CENTRAL,1262304000000,892.3630545133525,307.19348193923344
2,E OLYMPIC CASCADE FOOTHLS,1262304000000,2048.1370976482062,301.56909071204075
20,NORTH CENTRAL,1262304000000,321.56332729552736,483.2388184478194
18,NORTHWEST,1262304000000,245.283322804801,495.91650873868184
3,CASCADE MOUNTAINS WEST,1262304000000,1854.4,283.1176838810642
12,NORTH CENTRAL,1262304000000,68.35427731947112,404.9135118845821
16,NORTHEASTERN,1262304000000,38.836286996328695,386.53324570547977
1,PUGET SOUND LOWLANDS,1262304000000,1863.3269924565432,323.08986552968184
21,NORTHEAST,1262304000000,379.8284126432789,485.4679865694107
5,EAST SLOPE CASCADES,1262304000000,1256.0227622608313,285.3132834836156
6,OKANOGAN BIG BEND,1262304000000,464.14420626592715,233.2277019937041
7,NORTHEASTERN,1262304000000,1061.2168820190798,229.65197439922716
11,WESTERN,1262304000000,495.9179439801789,286.550665602822
23,NORTHWEST,1262304000000,661.061332680858,407.7398254628497
10,PANHANDLE,1262304000000,1726.6203888334994,234.09920239282152
26,NORTHEAST,1262304000000,868.7081963845521,300.5368734593262
4,WEST OLYMPIC COASTAL,1262304000000,1793.850070721358,420.88381491210345
400,UNKNOWN1,1262304000000,807.4204545454545,597.0681818181819
9,NE OLYMPIC SAN JUAN,1262304000000,1946.5192307692307,385.0048076923077
8,PUGET SOUND LOWLANDS,1262304000000,2034.9671232876713,371.4657534246575
30,WEST CENTRAL,1262304000000,156.66324669402644,519.8352713178294
15,CENTRAL MOUNTAINS,1262304000000,775.373331327793,237.11897867859963
24,CENTRAL,1262304000000,107.7164709225232,397.6293805645009
35,CENTRAL,1262304000000,284.2216755896397,534.4400231514976
37,EAST CENTRAL,1262304000000,519.0304913575452,499.0337929695086
19,PALOUSE BLUE MOUNTAINS,1262304000000,969.2568945976577,252.32338496411032
14,CENTRAL BASIN,1262304000000,419.952976935455,246.27579116753085
38,WEST UPPER,1262304000000,1140.7056296133085,454.15544783518783
13,NORTHERN,1262304000000,505.91778774289986,348.37842551071253
39,SOUTHEASTERN,1262304000000,38.283806068601585,373.38769788918205
43,SOUTH CENTRAL,1262304000000,191.92190655715632,541.7068803016023
41,SOUTHWEST,1262304000000,100.29532985414157,524.0103037602034
48,EAST CENTRAL,1262304000000,1141.770802754883,276.42621655187986
28,NORTH CENTRAL CANYONS,1262304000000,1542.2545375972343,216.9075194468453
47,NORTHWEST,1262304000000,1252.0333612215018,295.209161263334
53,CENTRAL,1262304000000,1011.2714019511126,361.7099638276883
46,EAST UPPER,1262304000000,1118.0184625713327,479.15861027190334
57,WEST CENTRAL,1262304000000,947.6390059906812,439.6169292212114
55,NORTH CENTRAL,1262304000000,1070.1306109043135,318.61517407488503
59,SOUTHEAST,1262304000000,483.9314194577353,519.1792083514572
42,SOUTHWESTERN,1262304000000,210.13972190905673,318.9641488162345
34,NORTH CENTRAL PRAIRIES,1262304000000,1378.1911764705883,214.10294117647058
50,SOUTH CENTRAL,1262304000000,106.5027433050294,352.4852384062704
22,COASTAL AREA,1262304000000,2521.834516353514,447.4552540013918
25,WILLAMETTE VALLEY,1262304000000,2296.7314675610037,346.9382444778536
64,NORTHEAST,1262304000000,1126.972745971889,350.7242029482345
371,EAST UPPER,1262304000000,1264.093220338983,377.8813559322034
32,NORTH CENTRAL,1262304000000,673.5485481997678,296.3432055749129
36,NORTHEAST,1262304000000,630.2519413287316,309.32105263157894
68,NORTHWEST,1262304000000,69.73728157011277,475.9682362055608
70,NORTH CENTRAL,1262304000000,273.24893937320377,536.6215957301218
71,NORTHEAST,1262304000000,660.7633328617909,517.4050077804499
65,NORTHWEST LOWER,1262304000000,1176.8655913978494,417.24793217535154
66,NORTHEAST LOWER,1262304000000,1210.4755146600125,365.4727074235808
27,SOUTHERN INTERIOR,1262304000000,657.3409194876486,355.2569762122598
33,NORTHERN CASCADES,1262304000000,2290.4836209933073,364.1754138781261
56,NORTHEASTERN VALLEYS,1262304000000,145.46741154562383,266.73859404096834
40,NORTHERN,1262304000000,451.19673295454544,373.796875
373,EAST CENTRAL,1262304000000,1170.7735849056603,470.7672955974843
81,WEST CENTRAL,1262304000000,1034.6940484675695,303.86920883820386
31,COASTAL,1262304000000,761.7344,492.33851428571427
