,0
0,3.522014872668362
1,3.3115551580402176
2,3.3089127597280235
3,2.810054662285634
4,2.37558762376758
5,2.879718486879828
6,3.079741447313608
7,1.7857193613944775
8,1.2540592545959286
9,0.8735525304578042
10,1.0623226188846333
11,2.118773915971292
12,1.9187536890305616
13,2.2127653880775253
14,2.1090767428772126
15,1.6912304591232747
16,1.6358532841572204
17,1.6250972999108122
18,1.480352572902485
19,1.8894801547698288
20,1.8873223070773844
21,-0.0865764729301906
22,-1.277903684171071
23,-2.427310045259148
24,-3.066144638091759
25,-2.5980769641101977
26,-2.2841587388829763
27,-2.1031988609048256
28,-0.9971344223041676
29,0.4150459167944713
30,-0.8545703508839136
31,-1.4386285102483392
32,-1.8129556126394883
33,-1.9885104394000503
34,-1.4949669693157028
35,0.6557488794445363
36,1.099609706994353
37,0.6310959887698275
38,0.2669111183145938
39,1.0063842939643082
40,2.0912955074093653
41,2.539836013193787
42,2.33698097940213
43,1.6017207827916318
44,0.6479605327698263
45,-0.3819580196367432
46,-0.8564179513908493
47,-0.6586006333994676
48,-0.4294935096824484
49,0.3571990806936429
50,-0.6005318679179819
51,-1.7383114667496318
52,-2.182963811472829
53,-1.9208024477437904
54,-1.98354706395268
55,-2.2794733600884616
56,-2.9200962068207788
57,-3.253307097196918
58,-3.4903143127980853
59,-3.382528154520542
60,-3.0558024489437803
61,-2.1314693334924466
62,-1.9127954523478927
63,-2.4441212591356165
64,-0.5400344376634826
65,0.1272941941067143
66,0.2327817852585543
67,-0.0063583698928864
68,0.1935754109224456
69,0.2918623588936277
70,-1.239327102372138
71,-1.6306914830932846
72,-2.0690319222979783
73,-2.646775992102762
74,-2.8564277904087194
75,-2.169747456733915
76,-1.06438066988509
77,1.4204596355169954
78,1.157382249275328
79,2.7355458108132567
80,2.0509725084653665
81,0.6320316557338532
82,0.61031466709393
83,0.9158388714084158
84,0.2511451861602599
85,-0.0597138395030727
86,0.2582392775295244
87,1.7660071889828912
88,1.750431419085424
89,1.222941184511266
90,0.19843719342907
91,1.7359648829071836
92,1.3576484354122984
93,1.3358681031218385
94,1.1825153416798642
95,0.7533340586115531
96,1.1122337212033837
97,1.0489542888982988
98,-0.8971146088662114
99,-1.7941195466115138
100,-2.931680830035303
101,-3.691417006000903
102,-3.26613846970924
103,-2.939249374253534
104,-2.6990247671283893
105,-1.8373638592564068
106,-1.794269345745249
107,-1.8299103012950328
108,-1.7353340950536296
109,-1.7603852970817968
110,-0.9508180151598048
111,1.1407504436006768
112,1.6291947192011398
113,0.4219410238386349
114,-0.8254045470932143
115,-1.2592203219013296
116,-0.8742234081002632
117,-0.5279057783382123
118,-0.7129017312484706
119,-1.566588407773946
120,-2.422888113937261
121,-2.739873078759513
122,-2.481500889168451
123,-2.4926037696521046
124,-2.553822544165764
125,-2.7639619437397647
126,-2.8563835919368725
127,-3.257495009150645
128,-3.4505055053832288
129,-3.233187712427837
130,-2.877199224397439
131,-1.840010711171947
132,-1.608846460445494
