,0
0,3.079741447313608
1,2.5499999989404487
2,1.7857193613944775
3,2.259655624043025
4,1.6912304591232747
5,1.6358532841572204
6,1.6250972999108122
7,1.480352572902485
8,1.8894801547698288
9,1.8873223070773844
10,1.8889275168842417
11,1.6438064933468295
12,-0.0865764729301906
13,-1.277903684171071
14,-2.427310045259148
15,-3.066144638091759
16,-2.5980769641101977
17,-2.2841587388829763
18,-2.1031988609048256
19,-0.9971344223041676
20,0.2935645569507262
21,0.4150459167944713
22,-0.8545703508839136
23,-1.4386285102483392
24,-1.8129556126394883
25,-1.9885104394000503
26,-1.4949669693157028
27,0.6557488794445363
28,1.099609706994353
29,0.6310959887698275
30,0.2669111183145938
31,1.0063842939643082
32,2.0912955074093653
33,2.539836013193787
34,2.33698097940213
35,1.6017207827916318
36,0.6479605327698263
37,-0.3819580196367432
38,-0.8564179513908493
39,-0.6586006333994676
40,-0.4294935096824484
41,-0.1501995175925181
42,0.8679534260572107
43,0.3571990806936429
44,-0.6005318679179819
45,-1.7383114667496318
46,-2.182963811472829
47,-1.9208024477437904
48,-1.98354706395268
49,-2.2794733600884616
50,-2.172586639344446
51,-3.253307097196918
52,-3.4903143127980853
53,-3.382528154520542
54,-3.0558024489437803
55,-2.1314693334924466
56,-1.9127954523478927
57,-2.4441212591356165
58,-2.100091832827496
59,0.1272941941067143
60,0.2327817852585543
61,-0.0063583698928864
62,0.1935754109224456
63,0.2918623588936277
64,-0.0608642173045599
65,0.5700847265370963
66,1.0457153168368551
67,-1.239327102372138
68,-1.6306914830932846
69,-2.0690319222979783
70,-2.646775992102762
71,-2.8564277904087194
72,-2.169747456733915
73,-1.06438066988509
74,1.4204596355169954
75,2.401988630537467
76,2.911959661795388
77,2.651519076909996
78,1.8496589027487724
79,0.332810757804519
80,-0.6156772703724089
81,-1.394725201235254
82,-1.289821797796347
83,-3.236468787628327
84,-3.454624468314266
85,-2.9831206964845505
86,-2.647595933923907
87,-2.429336550685457
88,0.6320316557338532
89,0.61031466709393
90,0.9158388714084158
91,-0.0597138395030727
92,0.2582392775295244
93,1.750431419085424
94,1.222941184511266
95,0.19843719342907
96,1.1825153416798642
97,0.7533340586115531
98,1.1122337212033837
99,1.0489542888982988
100,-2.931680830035303
101,-3.691417006000903
102,-3.26613846970924
103,-2.939249374253534
104,-2.6990247671283893
105,-1.8373638592564068
106,-1.8299103012950328
107,-1.7353340950536296
108,-1.7603852970817968
109,-0.9508180151598048
110,1.1407504436006768
111,-0.8254045470932143
112,-1.2592203219013296
113,-0.8742234081002632
114,-0.5279057783382123
115,-0.4648614593668536
116,-2.422888113937261
117,-2.739873078759513
118,-2.481500889168451
119,-2.4926037696521046
120,-2.553822544165764
121,-3.4505055053832288
122,-3.233187712427837
123,-2.877199224397439
124,-1.840010711171947
125,-1.608846460445494
126,-2.035204113979187
127,-1.6740182300798363
128,0.2880083161772193
129,0.5677868736522834
130,0.8195821978108507
131,-2.7163917647369145
132,-3.017329411667131
133,-2.314087772319492
134,-1.2563460062931284
135,-0.7716045686593285
136,-1.6826785780579
137,-1.9449273951786128
138,-3.709300942370223
139,-4.074051823983392
140,-3.680354797855432
141,-3.332619205019484
142,-3.021012248485961
143,-3.539342928094801
144,-2.72975208181352
145,-0.1505498902803325
146,-0.0457606482945335
147,0.1878490163496186
148,1.3157602793695105
149,1.7763408332724713
150,1.7352840882931793
151,2.037439137594004
152,2.2155914515405994
153,1.682022423972712
154,0.7184205441574446
155,1.1246994725672834
156,1.831759023211961
157,2.022481435270475
158,1.0349923521226616
159,-0.0251188229901172
160,-0.274041708397608
161,-0.3728412573177181
162,-0.4300201333791013
163,-0.3551148910060219
164,-0.4229422958037274
165,0.3365868705408537
166,1.6806631199458175
167,1.5216932656931073
168,0.4385449877807544
169,-1.0321738874272264
170,-1.5850012183859887
171,-0.2458162464628354
172,0.1535252503228577
173,0.0936296141325778
174,-0.4649512362073105
175,-1.1453891923772068
176,-1.1025845053751235
177,-0.5181622887393565
178,-0.5983870848415361
179,-0.1135553579687061
180,0.1607498295904038
181,0.4076990285611212
182,0.2227988474412053
183,-0.5276686561648183
184,-1.1311670171946806
185,-1.6685915614682556
186,-2.064603604845917
187,-2.8526716917494355
188,-3.2515656312072214
189,-3.0774023794063003
190,-2.952506002749535
191,-2.635596624651695
192,-1.2912042222679858
193,0.5720865198486843
194,1.5288562555960308
195,2.013788836173397
196,2.0703476301065384
197,0.9849953820253275
198,-0.3076175693887718
199,-0.9652114948509652
200,-0.991134691256542
201,-1.1618596911616836
202,-0.4849649302569291
203,1.9752864883777383
204,1.957231148659251
205,1.6654673237949469
206,1.5588320951528165
207,3.0985163850459667
208,2.1384123912638286
209,0.9914989472336972
210,0.0593468547241702
211,-0.292784181264635
212,0.3077093719366223
213,0.7862016120982904
214,0.714985222081245
215,1.2089351652564766
216,1.1999205191900015
217,0.757634009368307
218,-0.1411845646631744
219,-1.006730207509368
220,-1.5391702674595718
221,-1.643371199482099
222,-1.6894390251555067
223,-2.1279981307866684
224,-2.0654706491661865
225,-2.0967310191261044
226,-2.0783439137218984
227,-2.362388341579552
228,-2.3283658424098728
229,-2.252653957400776
230,-2.342576561509905
231,-2.2452427129980235
232,-1.802707338984
233,-0.6413652151200648
234,-0.4461520555944521
235,-1.5217076984516127
236,-1.8749927963591928
237,-0.854088440807467
238,-0.9297482367273164
239,-1.6561832720433554
240,-2.1851270833700585
241,-2.0396532916894907
242,-1.7896688087171797
243,-1.912674831533916
244,-2.2170510554483265
245,-1.6049756978657743
246,-0.6763744504886351
247,-0.6484787021821941
248,-0.4144545436873489
249,-0.0535150179200788
250,0.0284933737619067
251,-0.7627150991877129
252,-1.814172115019098
253,-2.6874810669569373
254,-3.330318075600849
255,-3.675600873360754
256,-3.574732167832698
257,-3.1559152553740013
258,-2.263591562081764
259,-1.391882489911778
260,-0.6740056893961097
261,-0.7393869005397968
262,-1.2149859893474233
263,-1.140632088105509
264,-0.0840029191476101
265,1.306993054989843
266,2.288735085452522
267,2.363173188603959
268,1.7667754610361577
269,0.8683209568723822
270,0.0727361557651387
271,-0.4295973783824202
272,-0.2434502564947406
273,-0.420400975750117
274,-0.992629311541179
275,-1.0433473703722054
276,-1.243480918793492
277,-1.8912571573756864
278,-2.269887325247814
279,-2.316179209663555
280,-2.050266542025293
281,-1.8192225418453465
282,-1.7765757348741138
283,-2.1497291114308426
284,-2.25919410221763
285,-2.1229038220094045
286,-1.1965203219678835
287,-0.6166223122972194
288,-0.6781541620352377
289,0.2142868232843535
290,1.0117706616012798
291,0.5887483078708219
292,-0.3163956008790876
293,0.2997656986344674
294,1.5640440026711433
295,2.093131608132601
296,1.8208888876632607
297,1.186048928385982
298,0.7955580606449552
299,0.5460344301747654
300,0.3103716235032069
301,0.6523224575822103
302,0.8741048960325946
303,1.4356620542764151
304,1.8642517405686307
305,1.4547090654686674
306,0.0965180323780531
307,-1.9263719742485603
308,-2.533537511964648
309,-2.0865975018167964
310,-2.2182122974929155
311,-2.496436125227356
312,-3.0668323072226062
313,-3.1090487656506305
314,-2.8932822129334843
315,-2.023642558285403
316,-1.9216338367529195
317,-1.3511983144098385
318,-0.6266224184457483
319,0.0203267679425736
320,0.1793210041253455
321,-0.1966960926608589
322,-0.5942121487802963
