id,region,time,pdsi
17,NORTH CENTRAL,1420437600000,-1.3283525922951882
2,E OLYMPIC CASCADE FOOTHLS,1420437600000,0.9988119621021584
20,NORTH CENTRAL,1420437600000,0.45899684095902776
18,NORTHWEST,1420437600000,1.2477760064926045
3,CASCADE MOUNTAINS WEST,1420437600000,0.8764624833521937
12,NORTH CENTRAL,1420437600000,2.6952674538456813
16,NORTHEASTERN,1420437600000,2.353933900077088
1,PUGET SOUND LOWLANDS,1420437600000,1.8889275168842417
21,NORTHEAST,1420437600000,-1.5202648220577282
5,EAST SLOPE CASCADES,1420437600000,0.4076990285611212
6,OKANOGAN BIG BEND,1420437600000,0.0203267679425736
7,NORTHEASTERN,1420437600000,-0.08331801711121053
11,WESTERN,1420437600000,1.7024770783125196
23,NORTHWEST,1420437600000,-1.7979642763505788
10,PANHANDLE,1420437600000,0.19834704286246765
26,NORTHEAST,1420437600000,-0.7005976647646939
4,WEST OLYMPIC COASTAL,1420437600000,-0.5216275107838495
400,UNKNOWN1,1420437600000,3.8548921587420444
9,NE OLYMPIC SAN JUAN,1420437600000,1.4718253909758041
8,PUGET SOUND LOWLANDS,1420437600000,1.4780117748980073
30,WEST CENTRAL,1420437600000,2.0837707094309024
15,CENTRAL MOUNTAINS,1420437600000,0.5338450591432263
24,CENTRAL,1420437600000,2.6852598345021574
35,CENTRAL,1420437600000,-1.074105291263991
37,EAST CENTRAL,1420437600000,-1.5870923159338088
19,PALOUSE BLUE MOUNTAINS,1420437600000,-1.2531334209242269
14,CENTRAL BASIN,1420437600000,-1.7457992129009638
38,WEST UPPER,1420437600000,3.205991093455949
13,NORTHERN,1420437600000,2.1971226490839872
39,SOUTHEASTERN,1420437600000,2.1714092259355624
43,SOUTH CENTRAL,1420437600000,1.0819727573735227
41,SOUTHWEST,1420437600000,3.3758057917018895
48,EAST CENTRAL,1420437600000,0.6614570388646347
28,NORTH CENTRAL CANYONS,1420437600000,-0.6429818489264673
47,NORTHWEST,1420437600000,2.4449215400004514
53,CENTRAL,1420437600000,0.5845500378886455
46,EAST UPPER,1420437600000,4.50366260719894
57,WEST CENTRAL,1420437600000,-0.5839174244801575
55,NORTH CENTRAL,1420437600000,2.6998605331971115
59,SOUTHEAST,1420437600000,-1.2235445346143852
42,SOUTHWESTERN,1420437600000,1.0201311541437734
34,NORTH CENTRAL PRAIRIES,1420437600000,-0.14108039134529
50,SOUTH CENTRAL,1420437600000,2.2771154995793554
22,COASTAL AREA,1420437600000,-0.12592195126389205
25,WILLAMETTE VALLEY,1420437600000,0.22187926441807007
64,NORTHEAST,1420437600000,2.126593287751202
371,EAST UPPER,1420437600000,5.848156328398217
32,NORTH CENTRAL,1420437600000,-0.8604301197016255
36,NORTHEAST,1420437600000,0.10513632409512967
68,NORTHWEST,1420437600000,2.577474532639675
70,NORTH CENTRAL,1420437600000,0.7570288764519087
71,NORTHEAST,1420437600000,-1.200399631055193
65,NORTHWEST LOWER,1420437600000,4.2943170144354275
66,NORTHEAST LOWER,1420437600000,3.5608866102311025
27,SOUTHERN INTERIOR,1420437600000,2.7610668908934506
33,NORTHERN CASCADES,1420437600000,0.9787190318529909
56,NORTHEASTERN VALLEYS,1420437600000,0.0316759780849851
40,NORTHERN,1420437600000,1.0309563029775175
373,EAST CENTRAL,1420437600000,3.8297484413382894
81,WEST CENTRAL,1420437600000,-0.13050130567736667
31,COASTAL,1420437600000,2.830007668824968
44,SOUTH CENTRAL,1420437600000,0.46266369341951286
75,BIG HORN,1420437600000,2.581684362824435
77,POWDR,1420437600000,1.5656649050937546
73,YELLOWSTONE DRAINAGE,1420437600000,1.7214518729020607
54,ST. LAWRENCE VALLEY,1420437600000,2.5121742054206306
51,CHAMPLAIN VALLEY,1420437600000,0.9038226122942578
45,NORTHEASTERN,1420437600000,0.2283357844919573
49,WESTERN,1420437600000,-0.4022748946972507
82,BELLE FOURCHE DRAINAGE,1420437600000,1.73011007462932
87,CENTRAL,1420437600000,-0.6841133542297596
90,EAST CENTRAL,1420437600000,-1.5260282103931047
91,SOUTHEAST,1420437600000,-1.0838062150251442
84,EAST CENTRAL,1420437600000,0.5119316273870068
63,SOUTHWESTERN VALLEYS,1420437600000,1.8101374705146065
74,EASTERN HIGHLANDS,1420437600000,1.084700798968507
99,SOUTHWEST,1420437600000,-2.118648930645406
92,CENTRAL,1420437600000,-0.009831193075802108
93,BLACK HILLS,1420437600000,2.667065626886789
62,NORTHERN PLATEAU,1420437600000,1.597458481729534
80,SNAKE DRAINAGE,1420437600000,2.036275371648081
105,SOUTH CENTRAL,1420437600000,-1.753130851832373
100,SOUTHWEST,1420437600000,1.6368387678359408
67,SOUTHEAST,1420437600000,0.49875335939936155
79,UPPER SNAKE RIVER PLAINS,1420437600000,0.988034398254594
58,SOUTHERN,1420437600000,1.0503348197943503
72,GREAT LAKES,1420437600000,0.9623873103147689
106,CHEYENNE & NIOBRARA DRNG.,1420437600000,1.2318248187005298
104,WEST CENTRAL LOWER,1420437600000,2.2605469419028585
101,CENTRAL LOWER,1420437600000,1.4558317393217048
98,EAST CENTRAL LOWER,1420437600000,0.12697288857466646
115,SOUTHEAST,1420437600000,-0.8797846397108469
61,HIGH PLATEAU,1420437600000,-0.7501237137571874
69,SOUTHEASTERN,1420437600000,0.6787605528568817
102,WIND RIVER,1420437600000,2.4121178988124785
52,SOUTHWESTERN VALLEYS,1420437600000,-0.2566263577117612
118,SOUTH CENTRAL,1420437600000,-0.6156674064848644
120,SOUTHWEST,1420437600000,-2.4185188915021993
119,SOUTH CENTRAL,1420437600000,-2.4809316466614773
78,HUDSON VALLEY,1420437600000,-0.11608381932935129
121,SOUTHEAST,1420437600000,-2.1895655879646663
97,CENTRAL PLAINS,1420437600000,1.6519607335560818
130,NORTH CENTRAL,1420437600000,-1.1125831067189798
131,NORTHWEST,1420437600000,-1.0572458630536201
129,NORTHEAST,1420437600000,-1.5779502465349724
86,SOUTHWESTERN HIGHLANDS,1420437600000,1.7087835385061676
88,MOHAWK VALLEY,1420437600000,2.2857670289600014
112,GREEN AND BEAR DRAINAGE,1420437600000,2.229288333998976
116,SOUTHEAST LOWER,1420437600000,-1.1897000976521912
122,SOUTHWEST LOWER,1420437600000,0.33371987722822516
96,CENTRAL LAKES,1420437600000,-0.11452169255304095
126,LOWER PLATTE,1420437600000,1.919320871946357
95,EASTERN PLATEAU,1420437600000,-0.030770834420665243
124,SOUTH CENTRAL LOWER,1420437600000,-1.3726881448674406
138,NORTH CENTRAL,1420437600000,-0.764125365807851
136,PANHANDLE,1420437600000,2.018944248230004
143,NORTHEAST,1420437600000,-0.07325034995947514
83,COASTAL,1420437600000,0.9988568427619858
133,UPPER PLATTE,1420437600000,1.2050280105212505
85,CENTRAL,1420437600000,0.6436233070260206
94,WESTERN,1420437600000,1.3650331032991994
149,CENTRAL,1420437600000,-0.44339130596843035
117,WESTERN PLATEAU,1420437600000,-0.9658473518249237
150,WEST CENTRAL,1420437600000,1.0219874832059923
148,NORTHWEST,1420437600000,-2.69925706187507
146,NORTHEAST,1420437600000,-1.6969011303572663
151,EAST CENTRAL,1420437600000,-1.5472647175285912
134,NORTHWEST PLATEAU,1420437600000,-0.31717349609242707
377,COASTAL,1420437600000,2.3522649463425336
114,NORTHWEST,1420437600000,0.7300257737435484
110,CENTRAL,1420437600000,-0.6077080867421629
108,ALL,1420437600000,-1.2129380596101818
128,UPPER SUSQUEHANNA,1420437600000,-2.2590270142770295
89,NORTH COAST DRNG.,1420437600000,-0.5906993464989558
135,WESTERN,1420437600000,0.8039924834186746
140,NORTH CENTRAL,1420437600000,-0.1362806443536886
142,NORTHERN MOUNTAINS,1420437600000,0.5055471555603407
107,SACRAMENTO DRNG.,1420437600000,-1.025750390537061
113,NORTHWESTERN,1420437600000,0.004322078791421532
127,POCONO MOUNTAINS,1420437600000,-2.306783725907806
125,NORTHEASTERN,1420437600000,0.7249544624822771
109,NORTHEAST INTER. BASINS,1420437600000,-1.5766631934795585
144,NORTHEAST,1420437600000,1.2851725598773245
376,ALL,1420437600000,-1.0079333345260886
160,NORTHWEST,1420437600000,1.4582988499659917
159,NORTH CENTRAL,1420437600000,-1.428092500605012
164,CENTRAL,1420437600000,-0.9015596779309772
166,EAST CENTRAL,1420437600000,0.2650059508950993
158,NORTHEAST,1420437600000,-2.59971132274083
153,NORTHWEST,1420437600000,-2.364226856056376
154,NORTH CENTRAL,1420437600000,-1.0008808027819083
145,CENTRAL MOUNTAINS,1420437600000,-1.5395866736114947
141,MIDDLE SUSQUEHANNA,1420437600000,-1.5889441438059486
168,SOUTHEAST,1420437600000,-0.5563493537986933
171,SOUTH CENTRAL,1420437600000,0.27181606933865377
173,SOUTHWEST,1420437600000,-0.048604567470745395
123,COASTAL,1420437600000,-1.2631454525526726
172,SOUTHWEST,1420437600000,-0.7068284645474797
139,NORTHERN,1420437600000,-1.4595495133779486
170,EAST,1420437600000,-1.561546121865385
178,CENTRAL,1420437600000,-1.3343246063555112
157,SOUTHWEST PLATEAU,1420437600000,-1.520884025671179
132,COASTAL,1420437600000,0.2535495494695397
181,WEST,1420437600000,-0.8150381812985884
161,NORTHEAST HILLS,1420437600000,-1.765820965578602
147,EAST CENTRAL MOUNTAINS,1420437600000,-1.384893616712269
163,CENTRAL HILLS,1420437600000,-1.407597173964333
375,COASTAL,1420437600000,-0.7997303927938143
174,PLATTE DRAINAGE BASIN,1420437600000,2.003095707255758
167,CO DRAINAGE BASIN,1420437600000,0.5980080726773428
184,KS DRAINAGE BASIN,1420437600000,1.2534170348587972
176,WEST CENTRAL,1420437600000,-1.9267641377308682
202,SOUTHEAST,1420437600000,-2.059996962377529
162,SOUTH CENTRAL MOUNTAINS,1420437600000,-1.503146499437131
177,CENTRAL,1420437600000,-1.674258092952581
205,SOUTH CENTRAL,1420437600000,-1.1924771842632542
155,SOUTHEASTERN PIEDMONT,1420437600000,-0.44603798122485777
186,CENTRAL,1420437600000,-0.4928756399240989
180,UINTA BASIN,1420437600000,1.2624310587659429
169,NORTHWESTERN,1420437600000,-1.776308717634234
209,NORTHEAST PRAIRIE,1420437600000,-1.2214037312755772
211,NORTHWEST PRAIRIE,1420437600000,-2.201603883458694
152,SOUTHERN,1420437600000,1.6983548086342333
188,EAST CENTRAL,1420437600000,-1.3521665157181428
195,WEST CENTRAL,1420437600000,-0.10863091916393991
156,COASTAL,1420437600000,2.702615642059138
165,LOWER SUSQUEHANNA,1420437600000,0.08207118253989464
187,SOUTHEAST,1420437600000,-1.8855814112318638
216,WEST SOUTHWEST,1420437600000,-0.7025335327002048
223,NORTH CENTRAL,1420437600000,-2.3113423313590182
220,NORTHWEST,1420437600000,-1.2576321956524938
225,NORTHEAST,1420437600000,-2.5907947744926547
214,SOUTHWEST,1420437600000,-1.7154035690059386
219,EAST SOUTHEAST,1420437600000,-0.626426440319358
175,NORTHERN,1420437600000,1.5227806337286287
201,SOUTH CENTRAL,1420437600000,-0.020078422882815892
213,SOUTHEAST,1420437600000,-0.1077319183317931
374,APPALACHIAN MOUNTAIN,1420437600000,0.7920871782169128
179,NORTHERN CENTRAL,1420437600000,1.3232899360637846
191,APPALACHIAN MOUNTAIN,1420437600000,-1.6287767588617574
192,NORTHEASTERN,1420437600000,-0.9105498731484392
196,ALLEGHENY PLATEAU,1420437600000,-0.3634787295841174
200,CENTRAL,1420437600000,-0.45495395922451354
207,NORTH CENTRAL,1420437600000,-1.1604113950783432
224,SOUTHEAST,1420437600000,-1.215236278859439
218,SOUTH CENTRAL,1420437600000,-1.7912165686988106
208,NORTHERN,1420437600000,0.2780178439712168
229,AR DRAINAGE BASIN,1420437600000,-0.018453788040814306
189,NORTHEASTERN SHORE,1420437600000,1.4791759435300396
232,SOUTH CENTRAL,1420437600000,0.1931864969020778
193,SOUTHERN,1420437600000,0.26061741126976473
234,SOUTHWEST,1420437600000,0.7502097207888208
206,UPPER SOUTHERN,1420437600000,1.3835376742378784
239,EAST CENTRAL,1420437600000,-3.0183230442108147
238,CENTRAL,1420437600000,-1.2625216109355364
183,SOUTH CENTRAL,1420437600000,-0.5146874960041091
237,WEST CENTRAL,1420437600000,-0.01907806777600502
233,BLUE GRASS,1420437600000,-0.7328051858055199
204,CENTRAL EASTERN SHORE,1420437600000,0.5115449161012285
228,SOUTHWESTERN,1420437600000,-0.5902672224016784
240,WEST CENTRAL PLAINS,1420437600000,-2.3641462710985106
226,CENTRAL MOUNTAIN,1420437600000,-0.9828669767137812
