id,region,time,pdsi
17,NORTH CENTRAL,1388901600000,-1.6215879029688625
2,E OLYMPIC CASCADE FOOTHLS,1388901600000,0.19843719342907
20,NORTH CENTRAL,1388901600000,2.772734166374961
18,NORTHWEST,1388901600000,2.989083457779052
3,CASCADE MOUNTAINS WEST,1388901600000,-0.20648435040532448
12,NORTH CENTRAL,1388901600000,1.4219944723615003
16,NORTHEASTERN,1388901600000,2.4052783593664966
1,PUGET SOUND LOWLANDS,1388901600000,-0.20952006014711716
21,NORTHEAST,1388901600000,0.258332555439483
5,EAST SLOPE CASCADES,1388901600000,-1.0321738874272264
6,OKANOGAN BIG BEND,1388901600000,-1.9263719742485605
7,NORTHEASTERN,1388901600000,-1.0486767421211147
11,WESTERN,1388901600000,-0.7224901658010598
23,NORTHWEST,1388901600000,-1.0006300458668662
10,PANHANDLE,1388901600000,0.26543660597995183
26,NORTHEAST,1388901600000,-2.220942670245355
4,WEST OLYMPIC COASTAL,1388901600000,-0.2752284652783396
400,UNKNOWN1,1388901600000,0.814794116014359
9,NE OLYMPIC SAN JUAN,1388901600000,-0.22918254066081273
8,PUGET SOUND LOWLANDS,1388901600000,-1.2091168488200377
30,WEST CENTRAL,1388901600000,3.407466375573208
15,CENTRAL MOUNTAINS,1388901600000,-1.413756563898786
24,CENTRAL,1388901600000,0.6734176304017077
35,CENTRAL,1388901600000,0.7243336703554094
37,EAST CENTRAL,1388901600000,-0.9179381114549681
19,PALOUSE BLUE MOUNTAINS,1388901600000,-1.4926580399344138
14,CENTRAL BASIN,1388901600000,-2.0978458181660353
38,WEST UPPER,1388901600000,-2.086376393366219
13,NORTHERN,1388901600000,1.9111587080961305
39,SOUTHEASTERN,1388901600000,3.417439262683844
43,SOUTH CENTRAL,1388901600000,2.884142991831024
41,SOUTHWEST,1388901600000,3.862762617630986
48,EAST CENTRAL,1388901600000,-2.8146586508822877
28,NORTH CENTRAL CANYONS,1388901600000,-1.4592106013504604
47,NORTHWEST,1388901600000,-2.828333336632465
53,CENTRAL,1388901600000,-2.292295662356902
46,EAST UPPER,1388901600000,1.3037741750472136
57,WEST CENTRAL,1388901600000,-0.7025924495921555
55,NORTH CENTRAL,1388901600000,-2.308088169902816
59,SOUTHEAST,1388901600000,0.7995872602855524
42,SOUTHWESTERN,1388901600000,-2.0707152686004244
34,NORTH CENTRAL PRAIRIES,1388901600000,-1.1058411772812113
50,SOUTH CENTRAL,1388901600000,1.7596372736246246
22,COASTAL AREA,1388901600000,0.01679442449158077
25,WILLAMETTE VALLEY,1388901600000,-0.6089454914691382
64,NORTHEAST,1388901600000,-2.9207590951500237
371,EAST UPPER,1388901600000,3.414764009745775
32,NORTH CENTRAL,1388901600000,-1.4072220282415682
36,NORTHEAST,1388901600000,-1.1227725043470458
68,NORTHWEST,1388901600000,3.51132851608008
70,NORTH CENTRAL,1388901600000,2.2228739563688236
71,NORTHEAST,1388901600000,0.4855995657726207
65,NORTHWEST LOWER,1388901600000,1.791503086442725
66,NORTHEAST LOWER,1388901600000,0.05661539211301184
27,SOUTHERN INTERIOR,1388901600000,2.034160271322556
33,NORTHERN CASCADES,1388901600000,-0.10179816792635196
56,NORTHEASTERN VALLEYS,1388901600000,-1.859917752115804
40,NORTHERN,1388901600000,0.35621358584152285
373,EAST CENTRAL,1388901600000,-1.6644025135090266
81,WEST CENTRAL,1388901600000,-3.37326205968786
31,COASTAL,1388901600000,0.9106889785121798
44,SOUTH CENTRAL,1388901600000,-1.7003663172332995
75,BIG HORN,1388901600000,2.1851982990414704
77,POWDR,1388901600000,2.6319190265817975
73,YELLOWSTONE DRAINAGE,1388901600000,0.726018966406923
