id,region,time,pdsi
17,NORTH CENTRAL,1262671200000,1.4284154078829359
2,E OLYMPIC CASCADE FOOTHLS,1262671200000,-1.542154917980448
20,NORTH CENTRAL,1262671200000,1.3987638727267095
18,NORTHWEST,1262671200000,1.1669761339154312
3,CASCADE MOUNTAINS WEST,1262671200000,-1.6455722411139302
12,NORTH CENTRAL,1262671200000,-0.7193002348530962
16,NORTHEASTERN,1262671200000,-0.35677883161429585
1,PUGET SOUND LOWLANDS,1262671200000,-0.8051197103779497
21,NORTHEAST,1262671200000,2.5886653849269217
5,EAST SLOPE CASCADES,1262671200000,-2.088090250568216
6,OKANOGAN BIG BEND,1262671200000,-2.9191770680749194
7,NORTHEASTERN,1262671200000,-2.355572751696953
11,WESTERN,1262671200000,-2.5268011167687043
23,NORTHWEST,1262671200000,2.881752849065943
10,PANHANDLE,1262671200000,-2.3905936363045606
26,NORTHEAST,1262671200000,-0.31883556459232054
4,WEST OLYMPIC COASTAL,1262671200000,-1.5557851534795333
400,UNKNOWN1,1262671200000,0.44835294154381344
9,NE OLYMPIC SAN JUAN,1262671200000,0.020039686371409703
8,PUGET SOUND LOWLANDS,1262671200000,-1.3473641293906216
30,WEST CENTRAL,1262671200000,1.5649711192092688
15,CENTRAL MOUNTAINS,1262671200000,-1.3596744119734856
24,CENTRAL,1262671200000,0.182787143779378
35,CENTRAL,1262671200000,1.8933193449450072
37,EAST CENTRAL,1262671200000,3.0188975236350575
19,PALOUSE BLUE MOUNTAINS,1262671200000,-0.6645897868006226
14,CENTRAL BASIN,1262671200000,-1.9237834489576864
38,WEST UPPER,1262671200000,-2.2848262844169573
13,NORTHERN,1262671200000,2.679936881884495
39,SOUTHEASTERN,1262671200000,-0.04824217603782796
43,SOUTH CENTRAL,1262671200000,3.22567591410737
41,SOUTHWEST,1262671200000,1.0864162088301483
48,EAST CENTRAL,1262671200000,-0.44377686334634747
28,NORTH CENTRAL CANYONS,1262671200000,-2.417448861837318
47,NORTHWEST,1262671200000,-3.4310896780669684
53,CENTRAL,1262671200000,1.0108396352836586
46,EAST UPPER,1262671200000,-1.4611048175974004
57,WEST CENTRAL,1262671200000,2.8766858980867447
55,NORTH CENTRAL,1262671200000,-4.236060424075592
59,SOUTHEAST,1262671200000,3.1482804130144726
42,SOUTHWESTERN,1262671200000,-0.7084087431391851
34,NORTH CENTRAL PRAIRIES,1262671200000,-2.276058823361116
50,SOUTH CENTRAL,1262671200000,-0.5287415623254247
22,COASTAL AREA,1262671200000,-1.7441902426149996
25,WILLAMETTE VALLEY,1262671200000,-1.5500574368632893
64,NORTHEAST,1262671200000,-3.2544575896762433
371,EAST UPPER,1262671200000,2.394926244706179
32,NORTH CENTRAL,1262671200000,-1.707120789189369
36,NORTHEAST,1262671200000,-1.307098647683772
68,NORTHWEST,1262671200000,1.8048779086314934
70,NORTH CENTRAL,1262671200000,3.2319319371481914
71,NORTHEAST,1262671200000,3.3235455319399927
65,NORTHWEST LOWER,1262671200000,0.3719750767545094
66,NORTHEAST LOWER,1262671200000,1.8403693328843898
27,SOUTHERN INTERIOR,1262671200000,3.870139925690063
33,NORTHERN CASCADES,1262671200000,-1.564545612509743
56,NORTHEASTERN VALLEYS,1262671200000,-0.5874518935743795
40,NORTHERN,1262671200000,1.9998704636547984
373,EAST CENTRAL,1262671200000,-0.7439203345660018
81,WEST CENTRAL,1262671200000,-1.5683559034425516
