id,region,time,pdsi
17,NORTH CENTRAL,1672898400000,2.310829959586473
2,E OLYMPIC CASCADE FOOTHLS,1672898400000,-1.7160335172440018
20,NORTH CENTRAL,1672898400000,1.311783150218301
18,NORTHWEST,1672898400000,1.6512890367618134
3,CASCADE MOUNTAINS WEST,1672898400000,-1.916989406664425
12,NORTH CENTRAL,1672898400000,0.32793221457088484
16,NORTHEASTERN,1672898400000,0.8356204782078565
1,PUGET SOUND LOWLANDS,1672898400000,-1.289821797796347
21,NORTHEAST,1672898400000,2.715171953052771
5,EAST SLOPE CASCADES,1672898400000,-0.2434502564947406
6,OKANOGAN BIG BEND,1672898400000,0.4770766303292551
7,NORTHEASTERN,1672898400000,-0.283449617192954
11,WESTERN,1672898400000,-1.4451820426292998
23,NORTHWEST,1672898400000,2.322807818452189
10,PANHANDLE,1672898400000,-0.4579494854211083
26,NORTHEAST,1672898400000,2.2709486790821134
4,WEST OLYMPIC COASTAL,1672898400000,-1.9456312540907172
400,UNKNOWN1,1672898400000,-2.7573627420500215
9,NE OLYMPIC SAN JUAN,1672898400000,0.844428571493971
8,PUGET SOUND LOWLANDS,1672898400000,-0.8350543488302956
30,WEST CENTRAL,1672898400000,2.1154972254496105
15,CENTRAL MOUNTAINS,1672898400000,-0.8904852147976144
24,CENTRAL,1672898400000,0.6006012813495489
35,CENTRAL,1672898400000,2.2724892698382524
37,EAST CENTRAL,1672898400000,2.63604971964035
19,PALOUSE BLUE MOUNTAINS,1672898400000,3.5285505649950712
14,CENTRAL BASIN,1672898400000,0.027768937099115116
38,WEST UPPER,1672898400000,2.1985560516128837
13,NORTHERN,1672898400000,1.2234675883383133
39,SOUTHEASTERN,1672898400000,1.1573987649903519
43,SOUTH CENTRAL,1672898400000,1.1521578916050867
41,SOUTHWEST,1672898400000,1.9894482356144423
48,EAST CENTRAL,1672898400000,0.4453543331183148
28,NORTH CENTRAL CANYONS,1672898400000,1.5994677340812515
47,NORTHWEST,1672898400000,-0.11012319169765801
53,CENTRAL,1672898400000,-0.20984599245180297
46,EAST UPPER,1672898400000,2.3897645628631383
57,WEST CENTRAL,1672898400000,-0.5643674645064706
55,NORTH CENTRAL,1672898400000,0.4543510405242364
59,SOUTHEAST,1672898400000,1.5779244589994865
42,SOUTHWESTERN,1672898400000,-0.3728201173152576
34,NORTH CENTRAL PRAIRIES,1672898400000,1.6233392169291847
50,SOUTH CENTRAL,1672898400000,0.7453784010211043
22,COASTAL AREA,1672898400000,0.05579814181302898
25,WILLAMETTE VALLEY,1672898400000,0.0041744726021465325
64,NORTHEAST,1672898400000,-0.8966629263752721
371,EAST UPPER,1672898400000,-2.330766950385057
32,NORTH CENTRAL,1672898400000,0.4396360816635578
36,NORTHEAST,1672898400000,0.3693668387008219
68,NORTHWEST,1672898400000,-0.89753421710127
