id,region,time,pdsi
17,NORTH CENTRAL,1483596000000,1.826380565546068
2,E OLYMPIC CASCADE FOOTHLS,1483596000000,0.8087945304017296
20,NORTH CENTRAL,1483596000000,2.2641819748490013
18,NORTHWEST,1483596000000,2.752786453293209
3,CASCADE MOUNTAINS WEST,1483596000000,0.6220186526668937
12,NORTH CENTRAL,1483596000000,3.1376831203992337
16,NORTHEASTERN,1483596000000,2.658294120814318
1,PUGET SOUND LOWLANDS,1483596000000,0.6310959887698275
21,NORTHEAST,1483596000000,3.3067391407376747
5,EAST SLOPE CASCADES,1483596000000,1.6654673237949467
6,OKANOGAN BIG BEND,1483596000000,3.0300075177506374
7,NORTHEASTERN,1483596000000,3.030504031084757
11,WESTERN,1483596000000,0.6589024199192827
23,NORTHWEST,1483596000000,1.603993284388199
10,PANHANDLE,1483596000000,2.47335244208604
26,NORTHEAST,1483596000000,1.9406503589491662
4,WEST OLYMPIC COASTAL,1483596000000,0.342457950930341
400,UNKNOWN1,1483596000000,5.141931370192883
9,NE OLYMPIC SAN JUAN,1483596000000,1.3531587318265959
8,PUGET SOUND LOWLANDS,1483596000000,1.9026856928324813
30,WEST CENTRAL,1483596000000,2.5222100608419162
15,CENTRAL MOUNTAINS,1483596000000,-0.1289078580283001
24,CENTRAL,1483596000000,1.4259524370423604
35,CENTRAL,1483596000000,2.547103892343581
37,EAST CENTRAL,1483596000000,1.9684589245920525
19,PALOUSE BLUE MOUNTAINS,1483596000000,0.9882244044927039
14,CENTRAL BASIN,1483596000000,1.9410016986552718
38,WEST UPPER,1483596000000,3.5953051228969515
13,NORTHERN,1483596000000,-2.1826467530258533
39,SOUTHEASTERN,1483596000000,1.4334162446942313
43,SOUTH CENTRAL,1483596000000,1.8102042106880192
41,SOUTHWEST,1483596000000,1.2091032165994187
48,EAST CENTRAL,1483596000000,3.200615711101845
28,NORTH CENTRAL CANYONS,1483596000000,0.6528183502072398
47,NORTHWEST,1483596000000,3.697603275627796
53,CENTRAL,1483596000000,2.735059921984881
46,EAST UPPER,1483596000000,2.184612943688172
57,WEST CENTRAL,1483596000000,1.861746725981227
55,NORTH CENTRAL,1483596000000,3.588235129623267
59,SOUTHEAST,1483596000000,2.1394268040768583
42,SOUTHWESTERN,1483596000000,0.5990273077378767
34,NORTH CENTRAL PRAIRIES,1483596000000,0.42152156767764076
50,SOUTH CENTRAL,1483596000000,1.8983168961647343
22,COASTAL AREA,1483596000000,1.5480524965380422
25,WILLAMETTE VALLEY,1483596000000,1.8562013783417581
64,NORTHEAST,1483596000000,2.2139848072513164
371,EAST UPPER,1483596000000,1.5300000055877157
32,NORTH CENTRAL,1483596000000,-0.7922286100981976
36,NORTHEAST,1483596000000,-0.46235619730187266
68,NORTHWEST,1483596000000,-0.6093404775791695
70,NORTH CENTRAL,1483596000000,1.1446806708405415
71,NORTHEAST,1483596000000,1.6795178463203586
65,NORTHWEST LOWER,1483596000000,-0.3798213494845598
66,NORTHEAST LOWER,1483596000000,-0.8166541147198947
27,SOUTHERN INTERIOR,1483596000000,-2.5901534754315136
33,NORTHERN CASCADES,1483596000000,1.601804036903832
56,NORTHEASTERN VALLEYS,1483596000000,2.3203064877410378
40,NORTHERN,1483596000000,-2.316039278689321
373,EAST CENTRAL,1483596000000,2.607264151738125
