id,region,time,pr,tmmn,tmmx,rmin,rmax
17,NORTH CENTRAL,1325397600000,0.503781429694764,257.80095704767433,268.7180110053436,59.72104031235881,92.57497747715512
2,E OLYMPIC CASCADE FOOTHLS,1325397600000,10.591363614995418,271.5299774575367,278.0433182299798,67.7737401468004,95.28409882500682
20,NORTH CENTRAL,1325397600000,0.3429290547063125,259.451498231402,270.18202608664166,54.891386498073395,88.05168110164139
18,NORTHWEST,1325397600000,0.26454826432139616,260.76831698062085,271.71944959079485,52.708526900061464,87.41541527086348
3,CASCADE MOUNTAINS WEST,1325397600000,13.63640374167539,267.68170938511173,274.4952316471031,65.87658614356893,93.87272295992884
12,NORTH CENTRAL,1325397600000,0.6280856678384712,263.0823124361232,275.7934955639052,38.65357379603452,82.317517863296
16,NORTHEASTERN,1325397600000,0.15333130357993374,262.6318093085134,274.20037666970023,46.62309551196766,87.75151709293533
1,PUGET SOUND LOWLANDS,1325397600000,5.380364852857518,273.2135332752866,279.2278247738815,67.16940821070288,95.65600579412737
21,NORTHEAST,1325397600000,0.2386913365018908,258.4665572535455,268.50286683591776,60.479570611083126,91.95591069337202
5,EAST SLOPE CASCADES,1325397600000,5.746972077383784,266.1450133819149,273.55301942197286,62.210198018071345,92.61953718074751
6,OKANOGAN BIG BEND,1325397600000,1.0743584904214376,266.72875116049073,274.1902781986597,62.22090762613381,92.75630311298863
7,NORTHEASTERN,1325397600000,1.883698581455357,265.69643773374577,273.2268738036123,66.57505283135143,94.68121235774179
11,WESTERN,1325397600000,3.482836086904993,264.5943483954136,272.6534421924839,63.49294748540708,91.98512391377368
23,NORTHWEST,1325397600000,0.40172133228135487,258.5113427058439,269.01004478181693,59.447054613308865,91.9249778844105
10,PANHANDLE,1325397600000,3.8081589540313354,266.4645963372572,273.6749699995146,67.00737597312572,93.09542134144512
26,NORTHEAST,1325397600000,0.5299651992177159,257.68011937022976,268.60117672210333,58.63098456744616,94.23728405639488
4,WEST OLYMPIC COASTAL,1325397600000,14.557537203352895,272.5925950942162,278.8738964124541,72.0697224706075,97.75419153464186
400,UNKNOWN1,1325397600000,1.5981931438506474,264.1885352420367,273.70158294818367,47.248740508259715,82.60225643210697
9,NE OLYMPIC SAN JUAN,1325397600000,3.1598363340862337,272.23694278347875,278.9457490982548,68.89490731685392,97.52364523949161
