id,region,time,pr,tmmn,tmmx,rmin,rmax
17,NORTH CENTRAL,1483250400000,0.9563630297692867,256.4191642963984,267.3382349992663,63.56570951183484,87.55601872541864
2,E OLYMPIC CASCADE FOOTHLS,1483250400000,5.020703009442145,269.83375830659213,277.029135183302,58.036400619377424,88.87993431988973
20,NORTH CENTRAL,1483250400000,0.4299663723123847,255.9944201531305,264.6985365886263,64.77086811324611,83.5803213531669
18,NORTHWEST,1483250400000,0.48128841721881493,256.88151716353264,265.093476979861,63.14987850011988,82.68925525841414
3,CASCADE MOUNTAINS WEST,1483250400000,5.660478623750353,265.75906520056327,272.5479742627674,60.23057868300338,87.9758379568322
12,NORTH CENTRAL,1483250400000,0.5931321543925152,258.5735725645356,269.4322648188774,49.45672349543103,85.26984826903269
16,NORTHEASTERN,1483250400000,0.31568201052898187,257.8003443386546,267.15175383597267,56.99789174977726,87.16059763533039
1,PUGET SOUND LOWLANDS,1483250400000,2.45117779558347,271.31113279876365,278.95444878065217,56.599474894759,91.47854461440983
21,NORTHEAST,1483250400000,0.41604400296871874,256.81429032782233,264.94336508620006,66.25762339931191,83.09716745828565
5,EAST SLOPE CASCADES,1483250400000,3.0304048377927306,262.6635697093888,270.0983549061051,62.509845875505235,90.17823695687542
6,OKANOGAN BIG BEND,1483250400000,1.2175642140961678,263.0786131891508,269.489148828459,64.42081015057731,87.45548924580481
7,NORTHEASTERN,1483250400000,1.549720578298409,262.1758700503605,270.2779781755464,61.27920654753634,89.29995573836713
11,WESTERN,1483250400000,1.5598050328294166,260.06848270528775,269.6844102154147,58.45556408899948,90.17919440577931
23,NORTHWEST,1483250400000,0.857907249750769,256.96401887410525,265.96303852788094,64.35081194519832,82.8414271108217
10,PANHANDLE,1483250400000,1.8014120066731112,262.4761224001588,270.7135690043816,62.00277806828236,91.23648260600694
26,NORTHEAST,1483250400000,0.9282246327427636,256.77971081183586,267.6940508531383,63.21241020689482,90.48664601679704
4,WEST OLYMPIC COASTAL,1483250400000,8.77339376387761,271.6154982532002,278.93355542200464,61.17852130368859,93.09490802554377
400,UNKNOWN1,1483250400000,1.875806449470432,263.16129000615416,271.5430870935115,57.15299533808836,86.53663593063706
9,NE OLYMPIC SAN JUAN,1483250400000,1.3955645162101475,271.7304440775225,279.20544316691735,58.516935648456695,92.80141126724982
8,PUGET SOUND LOWLANDS,1483250400000,3.413014451441696,271.0618464010576,278.4439378171927,59.13659626384731,91.30244721188826
30,WEST CENTRAL,1483250400000,0.4752016136834107,257.3005582250969,265.68552007746166,59.60486971996755,82.00828163006564
15,CENTRAL MOUNTAINS,1483250400000,3.4842690890374777,260.5627824306423,270.6840257682297,52.468451405992894,88.762241386371
24,CENTRAL,1483250400000,0.6372948876845651,259.43243039630323,270.75407643225554,46.606578652343984,85.48951505163781
35,CENTRAL,1483250400000,0.521045472026489,257.3476032909913,265.2187394706646,62.83375436120862,81.30322580773652
37,EAST CENTRAL,1483250400000,0.6878032179723568,258.0779471569888,265.6623030833076,64.43905012799746,80.40181291778094
19,PALOUSE BLUE MOUNTAINS,1483250400000,1.5982396812864654,264.4330557863869,271.84457160084355,64.60511617308228,92.19288067118062
14,CENTRAL BASIN,1483250400000,1.2890273707868145,264.0205237654919,270.6404529358984,67.92478820313534,92.43163083406799
38,WEST UPPER,1483250400000,1.70844019296708,261.4508215335394,270.2504908776288,60.57272592266345,90.51810257880537
13,NORTHERN,1483250400000,2.86469989671306,259.74039751561736,270.0543016201465,50.16675807173893,83.44805348999631
39,SOUTHEASTERN,1483250400000,0.385442450072874,258.09958834365034,268.63531322419396,51.64785238016769,89.50718464650876
43,SOUTH CENTRAL,1483250400000,0.5032196391050124,257.0603404808903,265.6693333203631,58.750835732102566,84.51646825867697
41,SOUTHWEST,1483250400000,0.38173487667520456,257.9317442262352,266.5974615958075,57.51918148517638,87.36298063598353
48,EAST CENTRAL,1483250400000,0.8320103150438595,259.65091520701566,269.31676092542256,62.071453131032385,86.05992011703752
28,NORTH CENTRAL CANYONS,1483250400000,1.7816556557126886,263.66861634712205,271.87922654224195,64.14382043683571,93.72870192618579
47,NORTHWEST,1483250400000,1.2161432230848088,260.28142085917546,269.5069861588421,61.981018822417106,87.29868508106982
53,CENTRAL,1483250400000,0.6355340392891106,260.22298192444447,269.02330812218736,63.96742084181471,87.60706368405539
46,EAST UPPER,1483250400000,2.0285996211485573,264.1657078503024,271.1069828805073,64.16880457492663,89.6404022596095
57,WEST CENTRAL,1483250400000,0.6657474308378082,259.5304213368882,267.92887966380766,62.032339451841196,84.98220718405527
55,NORTH CENTRAL,1483250400000,1.6015685114653444,259.95511492702565,269.0623902133363,63.105218497185334,88.93799941262468
59,SOUTHEAST,1483250400000,0.5734849509391278,258.6453368147949,266.45371169724723,58.12374814947795,79.04091645574293
42,SOUTHWESTERN,1483250400000,1.124661154712796,258.099715350992,268.704991218875,51.56220520421657,84.48307131027651
