id,region,time,pr,tmmn,tmmx,rmin,rmax
17,NORTH CENTRAL,1672552800000,0.3148253389062759,258.26712362221525,267.52322586113127,68.41989303925514,89.86726057654178
2,E OLYMPIC CASCADE FOOTHLS,1672552800000,6.238949899150876,273.51425626762057,279.3944799649691,70.54872047051411,94.63948426469656
20,NORTH CENTRAL,1672552800000,0.09099514288383517,255.61420460438606,265.49009843038317,83.04290697889083,99.47889525603203
18,NORTHWEST,1672552800000,0.11395625862039424,258.593615126177,267.02643529912234,79.5115023615839,97.19753658101826
3,CASCADE MOUNTAINS WEST,1672552800000,6.188223357287291,269.44493033839075,274.6616471653413,71.89571757663933,93.47125464598149
12,NORTH CENTRAL,1672552800000,0.31910644199429433,263.3652865804337,273.20489080237707,51.9829982185383,82.06564398465898
16,NORTHEASTERN,1672552800000,0.07608835770914747,261.56840442563606,270.58138411996885,62.91110104543991,89.89942611349291
1,PUGET SOUND LOWLANDS,1672552800000,3.16952738134108,275.3581396081442,281.61773439880966,69.03138788170324,95.5679970308434
21,NORTHEAST,1672552800000,0.10271562961764978,255.17394907707526,264.40480423683175,85.48218633016491,98.99505234676916
5,EAST SLOPE CASCADES,1672552800000,3.1182101977576786,267.75188047619724,273.95016103258433,68.21191714302729,91.19001536347822
6,OKANOGAN BIG BEND,1672552800000,1.4967607803511336,268.7058547585793,274.50186434138124,71.07828447371212,90.62520287353647
7,NORTHEASTERN,1672552800000,1.8404028109741521,267.7079123515636,274.1178499778081,72.17250593801015,92.2393349311021
11,WESTERN,1672552800000,1.5504941373605399,264.49719247329176,272.1319874636499,65.56802976618927,89.81903820202915
23,NORTHWEST,1672552800000,0.20264062607622332,256.4216589577135,265.4343611501181,78.4865518083308,95.42263550221567
10,PANHANDLE,1672552800000,1.8008495007087053,267.8092640752073,274.0141200500355,72.06921131150236,91.61952703311952
26,NORTHEAST,1672552800000,0.6892989628675001,259.0909423641841,268.0871343222639,65.28719537307518,87.74461190212544
