id,region,time,pr,tmmn,tmmx,rmin,rmax
17,NORTH CENTRAL,1609480800000,0.3800066855546326,259.22247706596096,269.3509677856996,60.94447266369704,85.56707003448552
2,E OLYMPIC CASCADE FOOTHLS,1609480800000,11.366261398312169,273.7319981537329,279.81260418585674,68.7021080428145,94.4822139498743
20,NORTH CENTRAL,1609480800000,0.17243118699222917,261.14384729744324,269.92243745713324,63.21383108827242,82.35474529330497
18,NORTHWEST,1609480800000,0.13037118266137415,261.49809397243354,270.90824315105687,63.26182399689228,86.45184638062047
3,CASCADE MOUNTAINS WEST,1609480800000,11.87620179748345,269.7705479555755,275.168217706043,69.99976908155456,92.62246866875503
12,NORTH CENTRAL,1609480800000,0.24150582409497054,265.25446109785173,276.1982343468252,44.08089523738631,80.60996107187425
16,NORTHEASTERN,1609480800000,0.10103096966559885,264.07122752283465,274.63757199719913,52.03316620788353,85.27237121130676
1,PUGET SOUND LOWLANDS,1609480800000,6.728897222449524,275.30745670579023,281.4802849989231,66.14438107455483,93.52753190929873
21,NORTHEAST,1609480800000,0.1448743161580803,260.1204760232615,268.7879577626988,66.89630122472877,86.01609713877781
5,EAST SLOPE CASCADES,1609480800000,5.666830187515853,268.4967939802986,274.45366442363604,66.16857439949115,89.04846144868493
6,OKANOGAN BIG BEND,1609480800000,2.195526793302325,270.0929180168544,275.8029307775451,64.01818792166489,84.19861174905718
7,NORTHEASTERN,1609480800000,3.754739114630765,268.3309466357198,274.865036266561,66.87770154093202,88.83185968909314
11,WESTERN,1609480800000,1.9887259895491436,266.0907716481161,273.85377753587295,63.386052843170624,89.33296617812204
23,NORTHWEST,1609480800000,0.24072489231142546,259.7431643476745,269.08917412120627,65.01817350950527,87.19545387623558
10,PANHANDLE,1609480800000,4.479347947612448,268.6163471105,274.71336234597084,68.44754908139883,88.90714039702378
26,NORTHEAST,1609480800000,0.4221204870908329,258.98137297206915,269.2560549407026,58.924613795728476,86.03448841897244
4,WEST OLYMPIC COASTAL,1609480800000,19.520074647696276,274.6644716194171,280.9738379390062,70.08905180759307,96.69486361186388
400,UNKNOWN1,1609480800000,0.49700460922882855,264.1417058074529,272.708986343876,54.02534560454057,86.56129026632705
9,NE OLYMPIC SAN JUAN,1609480800000,4.435887092108568,274.8810480794599,281.29818559462024,64.59818546233639,94.68306449151808
8,PUGET SOUND LOWLANDS,1609480800000,8.852057828090347,274.41201364689067,280.68376012002267,64.64794210915571,92.42803120851782
30,WEST CENTRAL,1609480800000,0.11315136499444102,263.5856803936639,273.1219396559634,57.938647653762715,83.75908293479529
15,CENTRAL MOUNTAINS,1609480800000,3.1064448069927604,264.4747890232533,273.32973488791714,56.90971314885981,90.57032464146695
24,CENTRAL,1609480800000,0.49607864263366375,265.5879559567221,276.45985189094745,43.62187862794649,80.81648865273472
35,CENTRAL,1609480800000,0.2774970857362578,263.28251074780945,271.22780794058923,64.11451612542463,83.7901995197172
37,EAST CENTRAL,1609480800000,0.1862626612257456,261.8568985513935,270.25702619767713,67.66805685005833,88.83330494394221
19,PALOUSE BLUE MOUNTAINS,1609480800000,2.0800815134635826,271.8576657906862,278.2762573273944,61.17040407397124,87.48054976071329
14,CENTRAL BASIN,1609480800000,1.0578201375476852,272.24547476347436,279.390705521311,60.73988677081086,90.28596855445109
38,WEST UPPER,1609480800000,0.6910839512704626,262.1352434022659,271.0789420009973,59.24498596355734,92.89301243948091
13,NORTHERN,1609480800000,1.260049194129747,261.0990161104686,269.1741540576695,55.889191711219574,81.54189306932506
39,SOUTHEASTERN,1609480800000,0.2774695621592286,265.1457713036521,276.7559105956541,44.54957950329173,85.2729509195869
43,SOUTH CENTRAL,1609480800000,0.14813421352386238,264.5849317864649,273.44596307611346,55.9100104929421,80.74727073104276
41,SOUTHWEST,1609480800000,0.1359048978155755,264.2798279585185,274.90048300912156,49.57795182417571,84.40164696463903
48,EAST CENTRAL,1609480800000,0.5629082824547017,261.0265397310908,270.2086560541246,60.55462129692998,84.65499038052084
28,NORTH CENTRAL CANYONS,1609480800000,1.8943645547520915,269.89597753175633,276.6593080677043,61.13787405953257,88.70378933034424
47,NORTHWEST,1609480800000,0.5485337243356652,261.3817378170341,270.4736496417708,59.84520385831682,86.13600888792202
53,CENTRAL,1609480800000,0.4898710677338838,262.5272361936413,270.5943108938871,63.204801087419405,85.9755982473767
46,EAST UPPER,1609480800000,0.7065199236404963,263.81377613856625,272.00299063695223,60.896948780733,92.04929033688396
57,WEST CENTRAL,1609480800000,0.38347919008412074,262.46075603577884,270.7367508712494,64.63293983527016,89.0085733120034
55,NORTH CENTRAL,1609480800000,0.5227631448103006,261.09892964313707,270.15783268730115,62.12174706799139,90.79566934191759
59,SOUTHEAST,1609480800000,0.25721419899992043,263.0192872586883,271.34492522332494,62.932190551273834,86.90815897614773
42,SOUTHWESTERN,1609480800000,1.0919761457857917,262.63073666407894,272.8550758734083,51.66767754054516,85.8477568572115
34,NORTH CENTRAL PRAIRIES,1609480800000,1.5759264199503642,270.91210352532295,277.3576648196549,59.64092244824801,84.8771793718371
50,SOUTH CENTRAL,1609480800000,0.5497341052005995,265.44309258115464,276.47923688010223,41.07644927666086,78.2059169024048
22,COASTAL AREA,1609480800000,15.435260118519187,276.2845236034774,282.72602387204876,68.0904344759895,94.7906209246353
25,WILLAMETTE VALLEY,1609480800000,7.905025523093,275.2481605719687,282.0791033145748,69.78013469442307,95.81219807001364
64,NORTHEAST,1609480800000,0.5589972796824207,261.6073455407283,271.13368821809416,58.59528177441487,93.57646327784124
371,EAST UPPER,1609480800000,0.33691756261719596,264.7591399052664,271.32867366011425,65.0781361706368,88.58458767142348
32,NORTH CENTRAL,1609480800000,1.6558998990389948,272.04336088500867,279.6474314768635,59.76222480067821,91.79265086614723
36,NORTHEAST,1609480800000,2.1990749820560476,268.2254145005522,275.8973739744237,56.94726608634318,87.59124760614102
68,NORTHWEST,1609480800000,0.1155984975625233,264.81994351360913,276.29091893735193,43.853386507624094,84.34559501630518
70,NORTH CENTRAL,1609480800000,0.09023297497219632,265.52174860577793,274.10560662991804,54.54151306223149,80.1091333729636
71,NORTHEAST,1609480800000,0.453474691289992,263.93374498256213,272.1062252284622,62.335386880298444,86.9329174479961
65,NORTHWEST LOWER,1609480800000,0.8433052112328503,266.04515144745704,272.58726565831944,66.00767244097612,91.73242680097631
66,NORTHEAST LOWER,1609480800000,0.6379960040515861,265.18278623968064,272.4438267369424,63.73349271540706,91.21735656421389
27,SOUTHERN INTERIOR,1609480800000,1.631854838454777,263.4571856016754,272.2961020757582,48.52409532683462,81.5583695324124
33,NORTHERN CASCADES,1609480800000,8.31141069517092,271.05902741208274,278.58037226625976,62.21036750304911,93.87713050689231
