id,region,time,NDVI
17,NORTH CENTRAL,1640995200000,948.1611859045097
2,E OLYMPIC CASCADE FOOTHLS,1640995200000,6353.0292331055425
20,NORTH CENTRAL,1640995200000,-263.37668942455065
18,NORTHWEST,1640995200000,-215.34222994314592
3,CASCADE MOUNTAINS WEST,1640995200000,3778.7496281218196
12,NORTH CENTRAL,1640995200000,1018.4320638866915
16,NORTHEASTERN,1640995200000,78.11190681231021
1,PUGET SOUND LOWLANDS,1640995200000,5303.274107440774
21,NORTHEAST,1640995200000,-199.88792404770174
5,EAST SLOPE CASCADES,1640995200000,1503.742233463463
6,OKANOGAN BIG BEND,1640995200000,-37.636752136752136
7,NORTHEASTERN,1640995200000,1724.132109648593
11,WESTERN,1640995200000,1834.8857136858019
23,NORTHWEST,1640995200000,-8.203205285050158
10,PANHANDLE,1640995200000,2102.2467597208374
26,NORTHEAST,1640995200000,1740.4504930156122
4,WEST OLYMPIC COASTAL,1640995200000,7544.047854785478
400,UNKNOWN1,1640995200000,1405.7556818181818
9,NE OLYMPIC SAN JUAN,1640995200000,6652.869674185464
8,PUGET SOUND LOWLANDS,1640995200000,7027.790568654646
30,WEST CENTRAL,1640995200000,60.83384632922937
15,CENTRAL MOUNTAINS,1640995200000,1325.5303762480492
24,CENTRAL,1640995200000,1119.4606933131274
35,CENTRAL,1640995200000,-245.48415569382144
37,EAST CENTRAL,1640995200000,-224.33229753350165
19,PALOUSE BLUE MOUNTAINS,1640995200000,1689.8863808084625
14,CENTRAL BASIN,1640995200000,1480.1158247653107
38,WEST UPPER,1640995200000,2281.8051118210865
13,NORTHERN,1640995200000,3022.077167414051
39,SOUTHEASTERN,1640995200000,636.1154628408092
43,SOUTH CENTRAL,1640995200000,492.9935370943854
41,SOUTHWEST,1640995200000,1204.3722066104644
48,EAST CENTRAL,1640995200000,506.10229197245116
28,NORTH CENTRAL CANYONS,1640995200000,1636.187121866897
47,NORTHWEST,1640995200000,1105.0941225685003
53,CENTRAL,1640995200000,136.21988381015018
46,EAST UPPER,1640995200000,2081.956755395079
57,WEST CENTRAL,1640995200000,-123.11753938318172
55,NORTH CENTRAL,1640995200000,1530.5165316400262
59,SOUTHEAST,1640995200000,-187.79230100043497
42,SOUTHWESTERN,1640995200000,858.9945509207065
34,NORTH CENTRAL PRAIRIES,1640995200000,1663.8170588235294
50,SOUTH CENTRAL,1640995200000,873.4860222077074
22,COASTAL AREA,1640995200000,7938.514507445991
25,WILLAMETTE VALLEY,1640995200000,6948.335492078178
64,NORTHEAST,1640995200000,2028.2404010970174
371,EAST UPPER,1640995200000,1435.3305084745762
32,NORTH CENTRAL,1640995200000,3112.107723577236
36,NORTHEAST,1640995200000,1579.6689387402935
68,NORTHWEST,1640995200000,1571.8147542394765
70,NORTH CENTRAL,1640995200000,1416.7336800328453
71,NORTHEAST,1640995200000,250.5607582402037
