id,region,time,NDVI
17,NORTH CENTRAL,1672531200000,900.110718752299
2,E OLYMPIC CASCADE FOOTHLS,1672531200000,6265.7614116881705
20,NORTH CENTRAL,1672531200000,-345.505364358367
18,NORTHWEST,1672531200000,-397.80306380290585
3,CASCADE MOUNTAINS WEST,1672531200000,3119.8196900923463
12,NORTH CENTRAL,1672531200000,572.7302143368365
16,NORTHEASTERN,1672531200000,-96.24960340842134
1,PUGET SOUND LOWLANDS,1672531200000,5583.986646636622
21,NORTHEAST,1672531200000,-366.2596387634595
5,EAST SLOPE CASCADES,1672531200000,1641.8304376511985
6,OKANOGAN BIG BEND,1672531200000,460.8264877829411
7,NORTHEASTERN,1672531200000,1431.2596304794106
11,WESTERN,1672531200000,1647.0592323520766
23,NORTHWEST,1672531200000,-93.0160264252508
10,PANHANDLE,1672531200000,1787.3553090727817
26,NORTHEAST,1672531200000,1325.1365550534101
4,WEST OLYMPIC COASTAL,1672531200000,6674.594335736354
400,UNKNOWN1,1672531200000,1189.7642045454545
9,NE OLYMPIC SAN JUAN,1672531200000,6326.573934837093
8,PUGET SOUND LOWLANDS,1672531200000,6866.977653631285
30,WEST CENTRAL,1672531200000,-280.20206338349294
15,CENTRAL MOUNTAINS,1672531200000,1298.9861053660738
24,CENTRAL,1672531200000,1786.4559102102671
35,CENTRAL,1672531200000,-399.4927651569961
37,EAST CENTRAL,1672531200000,-354.64177510196157
19,PALOUSE BLUE MOUNTAINS,1672531200000,2420.4235927465056
14,CENTRAL BASIN,1672531200000,2077.8613892365456
38,WEST UPPER,1672531200000,1440.1599647460614
13,NORTHERN,1672531200000,2550.1707461385154
39,SOUTHEASTERN,1672531200000,341.9687774846086
43,SOUTH CENTRAL,1672531200000,-347.9218392352228
41,SOUTHWEST,1672531200000,-214.51411748962934
48,EAST CENTRAL,1672531200000,373.68821271310827
28,NORTH CENTRAL CANYONS,1672531200000,2638.694900605013
47,NORTHWEST,1672531200000,672.7639491711551
53,CENTRAL,1672531200000,-95.41285761262742
46,EAST UPPER,1672531200000,1525.9199395770393
57,WEST CENTRAL,1672531200000,-254.07848901708454
55,NORTH CENTRAL,1672531200000,993.133081513111
59,SOUTHEAST,1672531200000,-350.0801797883138
42,SOUTHWESTERN,1672531200000,817.8233547562671
34,NORTH CENTRAL PRAIRIES,1672531200000,2957.591470588235
50,SOUTH CENTRAL,1672531200000,1344.8274330502938
22,COASTAL AREA,1672531200000,7578.337855794111
25,WILLAMETTE VALLEY,1672531200000,5882.793685671331
64,NORTHEAST,1672531200000,1529.5350531367844
371,EAST UPPER,1672531200000,1436.8262711864406
32,NORTH CENTRAL,1672531200000,2696.2178281068527
36,NORTHEAST,1672531200000,1838.8272648835202
68,NORTHWEST,1672531200000,281.85650340018935
70,NORTH CENTRAL,1672531200000,-205.4950732174627
71,NORTHEAST,1672531200000,-337.716862356769
65,NORTHWEST LOWER,1672531200000,1485.6986145574856
66,NORTHEAST LOWER,1672531200000,2671.4826107298813
27,SOUTHERN INTERIOR,1672531200000,3454.9187442817934
33,NORTHERN CASCADES,1672531200000,4634.02641775273
56,NORTHEASTERN VALLEYS,1672531200000,256.9499534450652
40,NORTHERN,1672531200000,2826.98828125
373,EAST CENTRAL,1672531200000,885.5754716981132
81,WEST CENTRAL,1672531200000,400.78109408410546
31,COASTAL,1672531200000,4282.164794441228
44,SOUTH CENTRAL,1672531200000,1384.907631509284
75,BIG HORN,1672531200000,324.4205536594615
77,POWDR,1672531200000,397.2819491118579
73,YELLOWSTONE DRAINAGE,1672531200000,932.672546230441
54,ST. LAWRENCE VALLEY,1672531200000,1724.7733355637338
51,CHAMPLAIN VALLEY,1672531200000,3583.7266547406084
45,NORTHEASTERN,1672531200000,2498.0738106915155
49,WESTERN,1672531200000,2892.568336314848
82,BELLE FOURCHE DRAINAGE,1672531200000,711.0842876165113
87,CENTRAL,1672531200000,-34.85872052532086
90,EAST CENTRAL,1672531200000,-302.48972211648265
91,SOUTHEAST,1672531200000,17.12873453853473
84,EAST CENTRAL,1672531200000,947.5352692217258
63,SOUTHWESTERN VALLEYS,1672531200000,1537.9494372142103
74,EASTERN HIGHLANDS,1672531200000,188.0674116138487
99,SOUTHWEST,1672531200000,-329.847681507482
92,CENTRAL,1672531200000,843.4172535211268
93,BLACK HILLS,1672531200000,2594.2194555112883
62,NORTHERN PLATEAU,1672531200000,2419.591251498031
80,SNAKE DRAINAGE,1672531200000,648.441537392915
105,SOUTH CENTRAL,1672531200000,-167.4781714081231
100,SOUTHWEST,1672531200000,447.00270867882807
67,SOUTHEAST,1672531200000,355.11126449475427
79,UPPER SNAKE RIVER PLAINS,1672531200000,-161.85976383951245
58,SOUTHERN,1672531200000,3713.033374638579
72,GREAT LAKES,1672531200000,1099.015258855586
106,CHEYENNE & NIOBRARA DRNG.,1672531200000,221.6496120271581
104,WEST CENTRAL LOWER,1672531200000,1791.6733841684822
101,CENTRAL LOWER,1672531200000,2341.904756214149
98,EAST CENTRAL LOWER,1672531200000,1477.7579626217425
115,SOUTHEAST,1672531200000,-258.9044002680366
61,HIGH PLATEAU,1672531200000,2145.7971975004734
69,SOUTHEASTERN,1672531200000,3506.7189623224212
102,WIND RIVER,1672531200000,9.647443181818181
52,SOUTHWESTERN VALLEYS,1672531200000,6079.311290733198
118,SOUTH CENTRAL,1672531200000,-156.50020173492032
120,SOUTHWEST,1672531200000,873.1385639370714
119,SOUTH CENTRAL,1672531200000,1306.4838483146068
78,HUDSON VALLEY,1672531200000,3835.0905644118916
121,SOUTHEAST,1672531200000,1728.8691489361702
97,CENTRAL PLAINS,1672531200000,838.3412799592045
130,NORTH CENTRAL,1672531200000,11.27799819657349
131,NORTHWEST,1672531200000,-184.33435040950698
129,NORTHEAST,1672531200000,556.4956762365963
86,SOUTHWESTERN HIGHLANDS,1672531200000,584.6602252189629
88,MOHAWK VALLEY,1672531200000,2567.040201005025
112,GREEN AND BEAR DRAINAGE,1672531200000,-130.64977529384652
116,SOUTHEAST LOWER,1672531200000,1989.3600138600139
122,SOUTHWEST LOWER,1672531200000,1627.880108669974
96,CENTRAL LAKES,1672531200000,1351.5015215355804
126,LOWER PLATTE,1672531200000,27.88159725442909
95,EASTERN PLATEAU,1672531200000,2983.0851804123713
124,SOUTH CENTRAL LOWER,1672531200000,1843.012647410699
138,NORTH CENTRAL,1672531200000,-199.82259221617744
136,PANHANDLE,1672531200000,-120.93559213680678
143,NORTHEAST,1672531200000,-30.606703659268145
83,COASTAL,1672531200000,5112.64711007842
133,UPPER PLATTE,1672531200000,-32.44753681289029
85,CENTRAL,1672531200000,4580.887919280065
94,WESTERN,1672531200000,3961.7307104660044
149,CENTRAL,1672531200000,708.4177975354859
117,WESTERN PLATEAU,1672531200000,2062.2185628742513
150,WEST CENTRAL,1672531200000,363.54998415716096
148,NORTHWEST,1672531200000,1315.3922359266287
146,NORTHEAST,1672531200000,1579.3267811158798
151,EAST CENTRAL,1672531200000,1322.9733807418797
134,NORTHWEST PLATEAU,1672531200000,2269.560954571593
377,COASTAL,1672531200000,4991.409090909091
114,NORTHWEST,1672531200000,4955.442654639175
110,CENTRAL,1672531200000,4791.986982248521
108,ALL,1672531200000,5217.374694376528
128,UPPER SUSQUEHANNA,1672531200000,3326.3164835164835
89,NORTH COAST DRNG.,1672531200000,5481.461595909692
135,WESTERN,1672531200000,363.06922062898497
140,NORTH CENTRAL,1672531200000,145.40609801720913
142,NORTHERN MOUNTAINS,1672531200000,288.15924711853654
107,SACRAMENTO DRNG.,1672531200000,3670.160748402398
113,NORTHWESTERN,1672531200000,564.8124490192271
127,POCONO MOUNTAINS,1672531200000,4170.350486787204
125,NORTHEASTERN,1672531200000,56.70945018305439
109,NORTHEAST INTER. BASINS,1672531200000,634.8395764819122
144,NORTHEAST,1672531200000,2347.0736097717777
376,ALL,1672531200000,4531.219081272085
160,NORTHWEST,1672531200000,1659.1743865453543
159,NORTH CENTRAL,1672531200000,1737.3089480048368
164,CENTRAL,1672531200000,-42.17410364803507
166,EAST CENTRAL,1672531200000,867.9485718209284
158,NORTHEAST,1672531200000,1724.691988031915
153,NORTHWEST,1672531200000,1696.4294777940459
154,NORTH CENTRAL,1672531200000,2661.8125874125876
145,CENTRAL MOUNTAINS,1672531200000,3880.383351149118
141,MIDDLE SUSQUEHANNA,1672531200000,4498.059496273451
