id,region,time,NDVI
17,NORTH CENTRAL,1483228800000,1051.9221290370044
2,E OLYMPIC CASCADE FOOTHLS,1483228800000,5881.7413933315265
20,NORTH CENTRAL,1483228800000,-336.8442942733733
18,NORTHWEST,1483228800000,-336.3640766477153
3,CASCADE MOUNTAINS WEST,1483228800000,3326.2608389419315
12,NORTH CENTRAL,1483228800000,278.04755716276793
16,NORTHEASTERN,1483228800000,-181.2625889498255
1,PUGET SOUND LOWLANDS,1483228800000,5915.16134959078
21,NORTHEAST,1483228800000,-292.84230635637374
5,EAST SLOPE CASCADES,1483228800000,1363.7726397976576
6,OKANOGAN BIG BEND,1483228800000,39.182131614450604
7,NORTHEASTERN,1483228800000,1871.3210361067504
11,WESTERN,1483228800000,1780.2257454850903
23,NORTHWEST,1483228800000,-18.1992904330805
10,PANHANDLE,1483228800000,2250.0961466517024
26,NORTHEAST,1483228800000,1839.1919165981922
4,WEST OLYMPIC COASTAL,1483228800000,7506.109085290482
400,UNKNOWN1,1483228800000,2500.255681818182
9,NE OLYMPIC SAN JUAN,1483228800000,6559.239294710327
8,PUGET SOUND LOWLANDS,1483228800000,7365.152565880721
30,WEST CENTRAL,1483228800000,-301.5486206110351
15,CENTRAL MOUNTAINS,1483228800000,1194.6116846242078
24,CENTRAL,1483228800000,717.2371424512219
35,CENTRAL,1483228800000,-361.16994646216176
37,EAST CENTRAL,1483228800000,-227.48116139056128
19,PALOUSE BLUE MOUNTAINS,1483228800000,244.1841707593502
14,CENTRAL BASIN,1483228800000,-59.25464866797783
38,WEST UPPER,1483228800000,2256.8058081225545
13,NORTHERN,1483228800000,3032.300977827603
39,SOUTHEASTERN,1483228800000,-149.04334322779243
43,SOUTH CENTRAL,1483228800000,-353.65605224182036
41,SOUTHWEST,1483228800000,-305.901712832865
48,EAST CENTRAL,1483228800000,615.1667043016823
28,NORTH CENTRAL CANYONS,1483228800000,1125.2942955920485
47,NORTHWEST,1483228800000,1090.1138883078854
53,CENTRAL,1483228800000,191.4185026855201
46,EAST UPPER,1483228800000,1642.5445768972465
57,WEST CENTRAL,1483228800000,84.06112713556689
55,NORTH CENTRAL,1483228800000,1268.7404709748084
59,SOUTHEAST,1483228800000,-168.91561548499348
42,SOUTHWESTERN,1483228800000,756.4965050732807
34,NORTH CENTRAL PRAIRIES,1483228800000,716.5794117647059
50,SOUTH CENTRAL,1483228800000,211.0106792945787
22,COASTAL AREA,1483228800000,7260.444646478774
25,WILLAMETTE VALLEY,1483228800000,6240.430438302302
64,NORTHEAST,1483228800000,1638.971803222489
371,EAST UPPER,1483228800000,1210.0296610169491
32,NORTH CENTRAL,1483228800000,644.4666085946574
36,NORTHEAST,1483228800000,1002.6089132404331
68,NORTHWEST,1483228800000,-286.26581733666177
70,NORTH CENTRAL,1483228800000,-327.54830983987955
71,NORTHEAST,1483228800000,-120.74727684255198
65,NORTHWEST LOWER,1483228800000,656.0171718216613
66,NORTHEAST LOWER,1483228800000,1368.412859824781
27,SOUTHERN INTERIOR,1483228800000,2864.329883348582
33,NORTHERN CASCADES,1483228800000,5342.529940119761
56,NORTHEASTERN VALLEYS,1483228800000,145.70472532588454
40,NORTHERN,1483228800000,2834.984197443182
