id,region,time,pr,tasmin,tasmax,huss,sfcWind,huss_min,huss_max
17,NORTH CENTRAL,1956528000000,1.1822948924083802e-05,262.09042520295134,270.5362994355182,0.0018896112482812359,3.237089461884171,0.0006692048045806587,0.003831923473626375
2,E OLYMPIC CASCADE FOOTHLS,1956528000000,0.0001150147449957344,277.31605494327437,282.3576513911851,0.005657946260571838,3.110362053536962,0.0023932745680212975,0.00892542116343975
20,NORTH CENTRAL,1956528000000,5.604014574615665e-06,261.3775003290456,270.149423910681,0.0018079118181889636,4.498539494969269,0.0007208384340628982,0.003948882222175598
18,NORTHWEST,1956528000000,2.944997184565076e-06,261.5570506608781,271.3123415883661,0.0019707022652493676,4.468813027849123,0.0007217476959340274,0.00443933205679059
3,CASCADE MOUNTAINS WEST,1956528000000,0.00011094077089713318,273.00690406658913,278.0927251893606,0.004447992926060548,2.9474890517743035,0.0018757188227027655,0.00828266516327858
12,NORTH CENTRAL,1956528000000,5.01646748614183e-06,266.19473716205977,276.1941659477981,0.002925836703433725,5.0901848058766825,0.0011565691092982888,0.006296237464994192
16,NORTHEASTERN,1956528000000,2.498931129203788e-06,263.383532974964,273.44379918466115,0.0022786724043393886,4.850384354195302,0.0008546844474039972,0.004970299080014229
1,PUGET SOUND LOWLANDS,1956528000000,8.704905580121285e-05,279.65679791072034,284.0267019971546,0.006313233903769211,3.000240353632939,0.0036849004682153463,0.009004214778542519
21,NORTHEAST,1956528000000,6.93328209805368e-06,261.93159711754345,269.1759596473575,0.0017743065715332394,4.3702657360411505,0.0007661491981707513,0.0035582215059548616
5,EAST SLOPE CASCADES,1956528000000,5.706933295933529e-05,271.3476361680696,276.86108503383736,0.003973586745188443,2.9781072032793645,0.0015324658015742898,0.0074648139998316765
6,OKANOGAN BIG BEND,1956528000000,1.7498436026130333e-05,272.6244602332564,278.1494265429635,0.00425423108617531,2.980444106163613,0.0017056328942999244,0.006823515519499779
7,NORTHEASTERN,1956528000000,3.373748112770732e-05,271.44020315024756,275.8895803694376,0.003812793883313025,2.753075600346499,0.0017117797397077084,0.006289459764957428
11,WESTERN,1956528000000,1.960098501876504e-05,269.59410180394207,276.11665336185916,0.003600749134174574,3.2076736037161693,0.0015010125935077667,0.006636439822614193
23,NORTHWEST,1956528000000,1.0153062491961959e-05,261.7421600802764,269.65754432167586,0.0018104373429593365,3.855348442377914,0.0007263136212714016,0.003522239625453949
10,PANHANDLE,1956528000000,4.213503529587633e-05,272.4487577632571,275.98538822493316,0.003941570878793942,2.762260329489346,0.002051707822829485,0.006464497651904821
26,NORTHEAST,1956528000000,1.567061137052267e-05,262.0681484831596,270.0388656926445,0.0018417032001606841,3.287441647074595,0.0006746547878719866,0.0036379473749548197
4,WEST OLYMPIC COASTAL,1956528000000,0.0001886038404513256,279.4908864289746,284.26255165467575,0.006331995175184268,3.747629596119795,0.004329659976065159,0.008858127519488335
400,UNKNOWN1,1956528000000,1.828834861762089e-05,261.34393563688076,270.06494070307997,0.0016121360811851232,4.892861636003591,0.0008479529642499983,0.002572042401880026
9,NE OLYMPIC SAN JUAN,1956528000000,0.00013786176185291306,279.38367240659653,283.26536406240155,0.006106163904581579,3.0782523979583094,0.004514616914093494,0.007989305071532726
8,PUGET SOUND LOWLANDS,1956528000000,0.00011864812220606114,279.36807858612434,283.3323287200079,0.006243813302765732,3.081085896332882,0.004204795230180025,0.00892542116343975
30,WEST CENTRAL,1956528000000,2.539143236492519e-06,262.3932322588117,272.05548683841727,0.0020714610976076174,4.525418736971145,0.0008244696073234081,0.004651639144867659
15,CENTRAL MOUNTAINS,1956528000000,2.7353830713703376e-05,269.2204284047503,276.07405150405594,0.0037339267903118483,2.9521407768834087,0.001161377876996994,0.008484679274260998
24,CENTRAL,1956528000000,5.570600349883672e-06,266.948776000322,276.65994619274795,0.0032446070423754973,4.659881479413407,0.0011918332893401384,0.006559973116964102
35,CENTRAL,1956528000000,5.009019000147503e-06,262.4001421670806,270.1156222415968,0.0018802971669413273,4.790475141717943,0.0008554018568247557,0.0038311639800667763
37,EAST CENTRAL,1956528000000,7.984878218138643e-06,262.7053112108278,269.8437268566158,0.0018727100077726873,4.567015437645977,0.0009018325945362449,0.0034686385188251734
19,PALOUSE BLUE MOUNTAINS,1956528000000,2.4769542748810423e-05,274.91843631835684,280.237112126663,0.0049693670674072765,3.426741535263346,0.002833529142662883,0.008392835967242718
14,CENTRAL BASIN,1956528000000,1.53675798116622e-05,274.25981333543984,280.8169389390992,0.004759639875047105,3.4353511889649355,0.002560619730502367,0.008113705553114414
38,WEST UPPER,1956528000000,2.594398163941002e-05,262.9917742187096,271.2814123833545,0.0018547097450663658,4.876652957764447,0.0008877632790245116,0.00347679341211915
13,NORTHERN,1956528000000,4.729343696108484e-05,261.2181018968362,270.61181641315227,0.0017770426444466826,4.156670146260646,0.0006890513468533754,0.004122058395296335
39,SOUTHEASTERN,1956528000000,3.832254822727945e-06,264.65297270973906,275.36745771559146,0.002664247945121611,4.85217840003297,0.0012413059594109654,0.0054979282431304455
43,SOUTH CENTRAL,1956528000000,4.572862654417995e-06,262.6372339244775,271.36640447650575,0.002095667883615741,4.715805770760733,0.0008980284910649061,0.004631112329661846
41,SOUTHWEST,1956528000000,2.6970470799608902e-06,263.33883729157276,273.44878992616015,0.0023247905602204895,4.569017494420844,0.0010429550893604755,0.0052575296722352505
48,EAST CENTRAL,1956528000000,1.7505726682862626e-05,264.2007064348719,272.1533449465952,0.0022131821342139973,3.4140786862322723,0.0006708662258461118,0.004110988229513168
28,NORTH CENTRAL CANYONS,1956528000000,2.8971571602886386e-05,274.3241775577929,279.05800368616286,0.0046682240441622514,3.1285635849820745,0.002603648928925395,0.008348793722689152
47,NORTHWEST,1956528000000,1.9560271840169406e-05,263.9341513208179,271.9313117360992,0.002200597661103595,3.9296482860810844,0.0007662457064725459,0.0038739570882171392
53,CENTRAL,1956528000000,2.033411400673176e-05,264.1228365780675,271.6754166925509,0.002155541636254089,3.7146856346270556,0.0006770969484932721,0.004110988229513168
46,EAST UPPER,1956528000000,3.407493504980934e-05,265.58969069189544,272.24062858103804,0.002032977919009438,5.773241032775937,0.0010656161466613412,0.003311894601210952
57,WEST CENTRAL,1956528000000,1.6008468878589333e-05,263.5027130505822,270.69633776112636,0.001996281215437779,4.192533139623508,0.0007455108570866287,0.003601660020649433
55,NORTH CENTRAL,1956528000000,2.2355386977866406e-05,262.8197315047099,271.5671671814404,0.0020118627260577184,4.426003956790034,0.0008606637129560113,0.0037111437413841486
59,SOUTHEAST,1956528000000,8.874417634871053e-06,263.09088574261585,270.3344772798134,0.0019812073550099815,4.8122928667959854,0.0009130108519457281,0.004000518005341291
42,SOUTHWESTERN,1956528000000,1.1864418009116262e-05,266.8197790426625,276.2711299587052,0.0034447414210755983,3.0464861992050816,0.0009818882681429386,0.006849583704024553
34,NORTH CENTRAL PRAIRIES,1956528000000,2.8777994024951234e-05,274.7960902971447,279.8029127128599,0.004835080349446932,3.115487678977084,0.002730613574385643,0.008348793722689152
50,SOUTH CENTRAL,1956528000000,8.446880799703122e-06,266.05765051126144,276.5991615716293,0.0031244823433303802,4.525310219654334,0.0011337298201397061,0.006426427513360977
22,COASTAL AREA,1956528000000,0.00011904727556289946,278.3918168074179,285.0525192319205,0.0062336517933170455,3.7680164629648973,0.004458935931324959,0.010134894400835037
25,WILLAMETTE VALLEY,1956528000000,9.178918191622241e-05,277.26012555352077,283.740110422532,0.005792407249601626,3.2565883435067806,0.0036807844880968332,0.00910686794668436
64,NORTHEAST,1956528000000,2.4501203057990525e-05,263.77458325062474,272.5208200359085,0.002047243451581435,4.924750235040874,0.0009409641497768462,0.003760621417313814
371,EAST UPPER,1956528000000,3.954052876476753e-05,264.03468415728605,272.0998115129368,0.001983853468444452,3.989795392132147,0.0011105062440037727,0.0030191796831786633
32,NORTH CENTRAL,1956528000000,2.9847305119357884e-05,274.04359834080014,280.87393055875503,0.004717608630893899,3.1925580330115553,0.002814148087054491,0.007893689908087254
36,NORTHEAST,1956528000000,2.4474326914335524e-05,271.56094448508406,278.71047835476566,0.004227332440391636,3.2569800004569234,0.002269851742312312,0.007786364294588566
68,NORTHWEST,1956528000000,5.564184056145495e-06,264.44916886215645,274.4703832854651,0.002656909634804375,4.498749185604678,0.0012335507199168205,0.005693210754543543
70,NORTH CENTRAL,1956528000000,8.861547142643665e-06,263.6885976952525,271.515253269178,0.002306245679859393,4.856943848129425,0.001181668834760785,0.004825543612241745
71,NORTHEAST,1956528000000,1.2171115910428205e-05,263.5460249969682,270.634167656839,0.0020601505398329108,4.8454644024522375,0.000979266595095396,0.004062363877892494
65,NORTHWEST LOWER,1956528000000,3.159296044379835e-05,267.00430372793016,273.5155631666508,0.0024144614383215263,5.644236933223086,0.0011213759426027536,0.004304529633373022
66,NORTHEAST LOWER,1956528000000,3.343817328801798e-05,266.0706346957407,272.8722547031472,0.0023085238383878225,4.472472630608635,0.0011225419584661722,0.003921642433851957
27,SOUTHERN INTERIOR,1956528000000,6.60002567401846e-05,264.63798695462515,273.7936500158065,0.0022251312735222717,5.191185025573763,0.0009532987605780363,0.004757408518344164
33,NORTHERN CASCADES,1956528000000,8.064518228191841e-05,272.69180593672735,279.6554940691577,0.004594695957622976,3.0337261740190606,0.003058826783671975,0.008360697887837887
56,NORTHEASTERN VALLEYS,1956528000000,1.3630565996555459e-05,266.6485641675736,275.4400188808775,0.0034570727781468233,2.63565528684343,0.001136819482780993,0.006837536580860615
40,NORTHERN,1956528000000,7.270866139230275e-05,262.9985136392479,271.94953600523735,0.0019479497994892968,5.220699416209868,0.000862638873513788,0.004226140212267637
373,EAST CENTRAL,1956528000000,2.8626947571361813e-05,266.43323910620904,273.680431571058,0.002301336470766053,5.864341388466538,0.0011308171087875962,0.0036478969268500805
81,WEST CENTRAL,1956528000000,2.4271637731940612e-05,264.80076665930966,272.53821812578326,0.0023916422325923857,4.172828398521474,0.0007789412047713995,0.0041582644917070866
31,COASTAL,1956528000000,7.266594292967482e-05,267.32139659881193,275.8223716862479,0.0026208231072625534,6.081733960500029,0.001286599668674171,0.00559376971796155
