id,region,time,pr,tasmin,tasmax,huss,sfcWind,huss_min,huss_max
17,NORTH CENTRAL,2398377600000,2.677822839926687e-06,257.7557247477472,269.1127893401013,0.0015161202318545168,2.695916590323202,0.0003951853432226926,0.0032211309298872948
2,E OLYMPIC CASCADE FOOTHLS,2398377600000,0.00012035157837663416,277.62556778733574,282.59804930258224,0.005684349964349893,3.593467490020155,0.00326199340634048,0.008555728942155838
20,NORTH CENTRAL,2398377600000,3.558735873735146e-07,257.2729591515014,268.7019599119208,0.001514282427641441,3.74819751475635,0.0003738268278539181,0.0032951885368674994
18,NORTHWEST,2398377600000,7.898441993415655e-09,258.9460140705768,270.2857136440327,0.0017670974096686209,3.730139620189255,0.00040860805893316865,0.003802735358476639
3,CASCADE MOUNTAINS WEST,2398377600000,0.00011505220923539248,273.6017218209341,278.44318248793354,0.004525679086654524,3.3170265506375087,0.002591373398900032,0.007696246262639761
12,NORTH CENTRAL,2398377600000,2.388985167587275e-06,265.81434341804055,276.01830321378503,0.002962642575055528,4.448736103330669,0.0005956327077001333,0.005452966317534447
16,NORTHEASTERN,2398377600000,7.328070087135311e-07,262.4572859767133,273.15174735631814,0.002249234545709548,3.956869796012681,0.000453020678833127,0.004450960550457239
1,PUGET SOUND LOWLANDS,2398377600000,9.492536495518672e-05,280.03492360669514,284.4261826992393,0.006367045883941677,3.4809163961746776,0.004631610121577978,0.008458135649561882
21,NORTHEAST,2398377600000,9.368121365791007e-07,256.9281825894611,267.43902575402694,0.00141763476618299,3.589431544650708,0.0003696636122185737,0.0034090098924934864
5,EAST SLOPE CASCADES,2398377600000,5.6575923910518254e-05,271.9541297013977,277.17758818066375,0.004035150680971955,3.3072089170193943,0.0021104987245053053,0.006577754393219948
6,OKANOGAN BIG BEND,2398377600000,1.6060468212732117e-05,272.8404902412845,278.6660804403163,0.004260569854744589,3.2789769696162807,0.0023321891203522682,0.005709732882678509
7,NORTHEASTERN,2398377600000,2.9087401877629622e-05,271.56472210453245,276.68853701003286,0.003828909713697623,3.0329361118766656,0.0021925014443695545,0.0055348980240523815
11,WESTERN,2398377600000,1.2328588649708392e-05,268.70340273362024,276.78118574389845,0.0035848776102617567,3.139731847192863,0.0015632342547178268,0.005997542757540941
23,NORTHWEST,2398377600000,1.708434193823204e-06,257.0893323093437,268.01516840381356,0.0014331370405725914,3.1316416231447617,0.0003802076680585742,0.0033018968533724546
10,PANHANDLE,2398377600000,3.591681859840759e-05,272.012144983629,276.8343188632111,0.003922741285277972,2.9233131460283532,0.002119265031069517,0.00545789347961545
26,NORTHEAST,2398377600000,3.332874142947165e-06,259.5406180094871,269.4714515228565,0.0015739973384068502,2.814020421906089,0.0004696612595580518,0.0031197930220514536
